,timestamp,bytesRead,bytesWritten,processCount,ioActiveProcessCount
0,1523562525.0,1048579507,0,4,2
1,1523562530.0,0,247463936,4,1
2,1523562535.0,0,273678336,4,1
3,1523562540.0,0,279969792,4,1
4,1523562545.0,0,216006656,4,1
5,1523562550.0,1048576000,112197632,4,3
6,1523562555.0,0,263192576,4,1
7,1523562560.0,0,281018368,4,1
8,1523562565.0,0,279969792,4,1
9,1523562570.0,1048576000,143654912,4,2
10,1523562575.0,0,152043520,4,1
11,1523562580.0,0,279969792,4,1
12,1523562585.0,0,281018368,4,1
13,1523562590.0,0,274726912,4,1
14,1523562595.0,1048576000,141557760,4,3
15,1523562600.0,0,268435456,4,1
16,1523562605.0,0,284164096,4,1
17,1523562610.0,0,278921216,4,1
18,1523562615.0,1048576000,149946368,4,3
19,1523562620.0,0,261095424,4,1
20,1523562625.0,0,283115520,4,1
21,1523562630.0,0,277872640,4,1
22,1523562635.0,1048576000,212860928,4,2
23,1523562640.0,0,196083712,4,1
24,1523562645.0,0,283115520,4,1
25,1523562650.0,0,278921216,4,1
26,1523562655.0,0,274726912,4,1
27,1523562660.0,1048576000,136314880,4,3
28,1523562665.0,0,275775488,4,1
29,1523562670.0,0,279969792,4,1
30,1523562675.0,0,273678336,4,1
31,1523562680.0,1048576000,144703488,4,3
32,1523562685.0,0,263192576,4,1
33,1523562690.0,0,282066944,4,1
34,1523562695.0,0,276824064,4,1
35,1523562700.0,1048576000,180355072,4,2
36,1523562705.0,0,224395264,4,1
37,1523562710.0,0,283115520,4,1
38,1523562715.0,0,282066944,4,1
39,1523562720.0,1048576000,258998272,4,2
40,1523562725.0,0,150994944,4,1
41,1523562730.0,0,278921216,4,1
42,1523562735.0,0,279969792,4,1
43,1523562740.0,0,276824064,4,1
44,1523562745.0,1048576000,139460608,4,3
45,1523562750.0,0,265289728,4,1
46,1523562755.0,0,282066944,4,1
47,1523562760.0,0,273678336,4,1
48,1523562765.0,1048576000,152043520,4,3
49,1523562770.0,0,248512512,4,1
50,1523562775.0,0,272629760,4,1
51,1523562780.0,0,281018368,4,1
52,1523562785.0,1048576000,244318208,4,2
53,1523562790.0,0,162529280,4,1
54,1523562795.0,0,276824064,4,1
55,1523562800.0,0,279969792,4,1
56,1523562805.0,0,274726912,4,1
57,1523562810.0,1048576000,139460608,4,3
58,1523562815.0,0,261095424,4,1
59,1523562820.0,0,279969792,4,1
60,1523562825.0,0,275775488,4,1
61,1523562830.0,1048576000,153092096,4,3
62,1523562835.0,0,250609664,4,1
63,1523562840.0,0,282066944,4,1
64,1523562845.0,0,275775488,4,1
65,1523562850.0,1048576000,233832448,4,2
66,1523562855.0,0,211812352,4,1
67,1523562860.0,0,293601280,4,1
68,1523562865.0,0,282066944,4,1
69,1523562870.0,1048576000,261095424,4,2
70,1523562875.0,0,171966464,4,1
71,1523562880.0,0,279969792,4,1
72,1523562885.0,0,281018368,4,1
73,1523562890.0,0,279969792,4,1
74,1523562895.0,1048576000,35651584,4,2
75,1523562900.0,0,294649856,4,1
76,1523562905.0,0,133169152,4,1
77,1523562910.0,0,72351744,4,1
78,1523562915.0,0,71303168,4,1
79,1523562920.0,0,71303168,4,1
80,1523562925.0,0,67108864,4,1
81,1523562930.0,0,139460608,4,1
82,1523562935.0,275775488,199229440,4,2
83,1523562940.0,772800512,53477376,4,2
84,1523562945.0,0,271581184,4,1
85,1523562950.0,0,283115520,4,1
86,1523562955.0,0,88080384,4,1
87,1523562960.0,0,75497472,4,1
88,1523562965.0,0,76546048,4,1
89,1523562970.0,0,78643200,4,1
90,1523562975.0,0,77594624,4,1
91,1523562980.0,1048576000,85983232,4,3
92,1523562985.0,0,256901120,4,1
93,1523562990.0,0,274726912,4,1
94,1523562995.0,0,272629760,4,1
95,1523563000.0,0,179306496,4,1
96,1523563005.0,0,23068672,4,1
