job_id,volume,mode,IOpattern,IOsize,nodes,ioi_bw
5292,39898316800,write,seq,10485760.0,1,1329943893.3333335
5293,2856323420,read,seq,1045506.3762811128,1,571264684.0
5293,20971523316,read,stride,5221992.8575697215,1,4194304663.2
5293,41943041044,read,seq,10443984.32370518,1,8388608208.8
5293,3981209600,write,seq,102400.0,1,398120960.0
5293,1428160512,write,stride,1048576.0,1,285632102.4
5293,1897922560,write,seq,10485760.0,1,379584512.0
5293,4739563520,write,seq,10485760.0,1,947912704.0
5293,5735710720,write,seq,10485760.0,1,573571072.0
5293,24683479040,write,seq,10485760.0,1,1234173952.0
5293,3837788160,write,seq,10485760.0,1,767557632.0
5294,4026534236,read,seq,1046396.630977131,1,805306847.2
5294,15560869908,read,stride,5228786.931451613,1,3112173981.6
5294,5410653408,read,stride,5202551.353846154,1,1082130681.6
5294,35934700460,read,seq,10461339.289665211,1,7186940092.0
5294,6008340584,read,seq,10341377.941480206,1,1201668116.8
5294,4194304000,write,stride,1048576.0,1,419430400.0
5294,4445962240,write,seq,10485760.0,1,889192448.0
5294,34288435200,write,seq,10485760.0,1,1371537408.0
5294,3208642560,write,seq,10485760.0,1,641728512.0
5295,3934259548,read,seq,1046345.6244680851,1,112407415.65714285
5295,2453669908,read,stride,5154768.714285715,1,490733981.6
5295,17091789424,read,stride,5236455.093137255,1,854589471.2
5295,1426063984,read,stride,5166898.492753623,1,285212796.8
5295,1551892715,read,seq,10345951.433333334,1,310378543.0
5295,40391148329,read,seq,10447787.979565442,1,4039114832.9
5295,3053772800,write,seq,102400.0,1,610754560.0
5295,1042227200,write,seq,102400.0,1,208445440.0
5295,2500853760,write,stride,1048576.0,1,500170752.0
5295,3439329280,write,seq,10485760.0,1,687865856.0
5295,3061841920,write,seq,10485760.0,1,612368384.0
5295,8252293120,write,seq,10485760.0,1,825229312.0
5295,13369344000,write,seq,10485760.0,1,1336934400.0
5295,12152995840,write,seq,10485760.0,1,810199722.6666667
5295,1667235840,write,seq,10485760.0,1,333447168.0
5296,4194309632,read,seq,1044399.8087649402,1,104857740.8
5296,1415578634,read,stride,5166345.379562044,1,283115726.8
5296,19555944682,read,stride,5226067.525921967,1,782237787.28
5296,13914604016,read,seq,10438562.652663166,1,2782920803.2
5296,21076378096,read,seq,10454552.626984127,1,4215275619.2
5296,6952058932,read,seq,10422876.95952024,1,1390411786.4
5296,4095897600,write,seq,102400.0,1,819179520.0
5296,3488612352,write,stride,1048576.0,1,232574156.8
5296,6207569920,write,seq,10485760.0,1,310378496.0
5296,31876710400,write,seq,10485760.0,1,1062557013.3333334
5296,3858759680,write,seq,10485760.0,1,385875968.0
