,timestamp,bytesRead,bytesWritten,processCount,ioActiveProcessCount
0,1559303445.0,864,22210799,5,2
1,1559303450.0,0,251545500,5,1
2,1559303455.0,0,253890000,5,1
3,1559303460.0,0,253383000,5,1
4,1559303465.0,0,253429500,5,1
5,1559303470.0,0,252849000,5,1
6,1559303475.0,0,252517500,5,1
7,1559303480.0,1679262,252609045,6,3
8,1559303485.0,0,252732000,6,1
9,1559303490.0,0,252331500,6,1
10,1559303495.0,0,253666500,6,1
11,1559303500.0,0,253938000,6,1
12,1559303505.0,0,253588500,6,1
13,1559303510.0,0,253633500,6,1
14,1559303515.0,0,253507500,6,1
15,1559303520.0,0,254044500,6,1
16,1559303525.0,0,254182500,6,1
17,1559303530.0,0,253314000,6,1
18,1559303535.0,0,253933500,6,1
19,1559303540.0,0,253945500,6,1
20,1559303545.0,0,253773000,6,1
21,1559303550.0,0,253849500,6,1
22,1559303555.0,0,253669500,6,1
23,1559303560.0,0,253462500,6,1
24,1559303565.0,0,253738500,6,1
25,1559303570.0,0,253065000,6,1
26,1559303575.0,0,253366500,6,1
27,1559303580.0,0,139824180,6,1
28,1559303585.0,0,0,6,0
29,1559303590.0,0,0,6,0
30,1559303595.0,0,0,6,0
31,1559303600.0,0,0,6,0
32,1559303605.0,0,0,6,0
33,1559303610.0,0,0,6,0
34,1559303615.0,0,0,6,0
35,1559303620.0,0,0,6,0
36,1559303625.0,0,0,6,0
37,1559303630.0,0,0,6,0
38,1559303635.0,0,0,6,0
39,1559303640.0,0,0,6,0
40,1559303645.0,0,0,6,0
41,1559303650.0,0,0,6,0
42,1559303655.0,0,0,6,0
43,1559303660.0,0,0,6,0
44,1559303665.0,0,0,6,0
45,1559303670.0,0,0,6,0
46,1559303675.0,0,0,6,0
47,1559303680.0,0,0,6,0
48,1559303685.0,0,0,6,0
49,1559303690.0,0,0,6,0
50,1559303695.0,0,0,6,0
51,1559303700.0,0,0,6,0
52,1559303705.0,0,0,6,0
53,1559303710.0,0,0,6,0
54,1559303715.0,0,0,6,0
55,1559303720.0,0,0,6,0
56,1559303725.0,0,0,6,0
57,1559303730.0,0,0,6,0
58,1559303735.0,0,0,6,0
59,1559303740.0,0,0,6,0
60,1559303745.0,0,0,6,0
61,1559303750.0,0,0,6,0
62,1559303755.0,0,0,6,0
63,1559303760.0,0,0,6,0
64,1559303765.0,0,0,6,0
65,1559303770.0,0,0,6,0
66,1559303775.0,0,0,6,0
67,1559303780.0,0,0,6,0
68,1559303785.0,0,0,6,0
69,1559303790.0,0,0,6,0
70,1559303795.0,0,0,6,0
71,1559303800.0,0,0,6,0
72,1559303805.0,0,0,6,0
73,1559303810.0,0,0,6,0
74,1559303815.0,0,0,6,0
75,1559303820.0,0,0,6,0
76,1559303825.0,0,0,6,0
77,1559303830.0,0,0,6,0
78,1559303835.0,0,0,6,0
79,1559303840.0,0,0,6,0
80,1559303845.0,0,0,6,0
81,1559303850.0,0,0,6,0
82,1559303855.0,0,0,6,0
83,1559303860.0,0,0,6,0
84,1559303865.0,0,0,6,0
85,1559303870.0,0,0,6,0
86,1559303875.0,0,0,6,0
87,1559303880.0,0,0,6,0
88,1559303885.0,0,0,6,0
89,1559303890.0,0,0,6,0
90,1559303895.0,0,0,6,0
91,1559303900.0,0,0,6,0
92,1559303905.0,0,0,6,0
93,1559303910.0,0,0,6,0
94,1559303915.0,0,0,6,0
95,1559303920.0,0,0,6,0
96,1559303925.0,0,0,6,0
97,1559303930.0,0,0,6,0
98,1559303935.0,0,0,6,0
99,1559303940.0,0,113248800,6,1
100,1559303945.0,0,259626000,6,1
101,1559303950.0,0,260356500,6,1
102,1559303955.0,0,259377000,6,1
103,1559303960.0,0,260500500,6,1
104,1559303965.0,0,260226000,6,1
