,timestamp,bytesRead,bytesWritten,processCount,ioActiveProcessCount
0,1595579280.0,8555,0,2,2
1,1595579285.0,5730271,26,66,97
2,1595579290.0,6162103,118,66,133
3,1595579295.0,19352973,17214,66,303
4,1595579300.0,19959406,18079624,44,48
5,1595579305.0,122459952,341064,21,33
6,1595579310.0,56016,7262341,18,17
7,1595579315.0,0,4106380,18,1
8,1595579320.0,0,523996,18,17
9,1595579325.0,0,33124211,18,17
10,1595579330.0,0,658123,18,17
11,1595579335.0,0,1267015,18,17
12,1595579340.0,0,1394790461,18,17
13,1595579345.0,0,407179939,18,17
14,1595579350.0,0,871983,18,17
15,1595579355.0,0,531515,18,17
16,1595579360.0,0,1140685,18,17
17,1595579365.0,0,741349,18,17
18,1595579370.0,0,662385,18,17
19,1595579375.0,0,0,18,0
20,1595579380.0,0,478080,18,17
21,1595579385.0,0,662111,18,17
22,1595579390.0,0,872121,18,17
23,1595579395.0,0,531269,18,17
24,1595579400.0,0,484971,18,17
25,1595579405.0,0,86400,18,1
26,1595579410.0,0,6574,18,1
27,1595579415.0,0,838,18,1
28,1595579420.0,0,0,18,0
29,1595579425.0,0,86443,18,2
30,1595579430.0,0,92368,18,1
31,1595579435.0,0,6574,18,1
32,1595579440.0,0,86677,18,2
33,1595579445.0,0,92364,18,1
34,1595579450.0,0,6930,18,1
35,1595579455.0,0,838,18,1
36,1595579460.0,0,0,18,0
37,1595579465.0,0,85899,18,2
38,1595579470.0,0,7412,18,1
39,1595579475.0,0,92074,18,1
40,1595579480.0,0,86677,18,2
41,1595579485.0,0,7220,18,1
42,1595579490.0,0,92074,18,1
43,1595579495.0,0,838,18,1
44,1595579500.0,0,0,18,0
45,1595579505.0,0,85664,18,2
46,1595579510.0,0,36622170,18,8
47,1595579515.0,0,1762083767,18,17
48,1595579520.0,0,2952851660,18,11
49,1595579525.0,0,0,18,0
50,1595579530.0,0,0,18,0
51,1595579535.0,0,0,18,0
52,1595579540.0,0,0,18,0
53,1595579545.0,0,0,18,0
54,1595579550.0,0,268435460,18,1
55,1595579555.0,0,5600,18,1
56,1595579560.0,0,0,18,0
57,1595579565.0,0,1073764240,18,4
58,1595579570.0,0,0,18,0
59,1595579575.0,0,0,18,0
60,1595579580.0,0,0,18,0
61,1595579585.0,0,0,18,0
62,1595579590.0,0,0,18,0
63,1595579595.0,0,0,18,0
64,1595579600.0,0,0,18,0
