,timestamp,bytesRead,bytesWritten,operationRead,operationWrite,accessRandRead,accessSeqRead,accessStrRead,accessUnclRead,accessRandWrite,accessSeqWrite,accessStrWrite,accessUnclWrite,event_type,event_message
0,1665577105.0,8128,42,21,1,0,0,0,21,0,0,0,1,notice,Job starting
1,1665577110.0,0,0,0,0,0,0,0,0,0,0,0,0,,
2,1665577115.0,1493175476,0,1432,0,0,1280,0,152,0,0,0,0,custom,start load param1
3,1665577120.0,7306477568,0,6968,0,0,6880,0,88,0,0,0,0,,
4,1665577125.0,7807696896,0,7446,0,0,7360,0,86,0,0,0,0,,
5,1665577130.0,10267656192,0,9792,0,0,9760,0,32,0,0,0,0,,
6,1665577135.0,10021240832,0,9557,0,0,9440,0,117,0,0,0,0,,
7,1665577140.0,5046798692,0,4821,0,0,4800,0,21,0,0,0,0,custom,end load param1
8,1665577145.0,0,0,0,0,0,0,0,0,0,0,0,0,,
9,1665577150.0,0,0,0,0,0,0,0,0,0,0,0,0,,
10,1665577155.0,0,0,0,0,0,0,0,0,0,0,0,0,,
11,1665577160.0,0,0,0,0,0,0,0,0,0,0,0,0,,
12,1665577165.0,0,0,0,0,0,0,0,0,0,0,0,0,,
13,1665577170.0,0,0,0,0,0,0,0,0,0,0,0,0,,
14,1665577175.0,0,0,0,0,0,0,0,0,0,0,0,0,,
15,1665577180.0,0,0,0,0,0,0,0,0,0,0,0,0,,
16,1665577185.0,0,0,0,0,0,0,0,0,0,0,0,0,,
17,1665577190.0,0,0,0,0,0,0,0,0,0,0,0,0,,
18,1665577195.0,0,0,0,0,0,0,0,0,0,0,0,0,,
19,1665577200.0,17275291676,0,3303,0,0,0,3200,103,0,0,0,0,custom,start load param2
20,1665577205.0,35132538880,0,6701,0,0,0,6600,101,0,0,0,0,,
21,1665577210.0,35478568960,0,6767,0,0,0,6720,47,0,0,0,0,,
22,1665577215.0,35399925760,0,6752,0,0,0,6720,32,0,0,0,0,,
23,1665577220.0,35316039680,0,6736,0,0,0,6680,56,0,0,0,0,,
24,1665577225.0,36055285760,0,6877,0,0,0,6760,117,0,0,0,0,,
25,1665577230.0,15057552608,0,2880,0,0,0,2760,120,0,0,0,0,custom,end param2
26,1665577235.0,0,0,0,0,0,0,0,0,0,0,0,0,,
27,1665577240.0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,1665577245.0,0,0,0,0,0,0,0,0,0,0,0,0,,
29,1665577250.0,0,0,0,0,0,0,0,0,0,0,0,0,,
30,1665577255.0,0,0,0,0,0,0,0,0,0,0,0,0,,
31,1665577260.0,0,0,0,0,0,0,0,0,0,0,0,0,,
32,1665577265.0,0,0,0,0,0,0,0,0,0,0,0,0,,
33,1665577270.0,0,0,0,0,0,0,0,0,0,0,0,0,,
34,1665577275.0,0,0,0,0,0,0,0,0,0,0,0,0,,
35,1665577280.0,0,0,0,0,0,0,0,0,0,0,0,0,,
36,1665577285.0,0,0,0,0,0,0,0,0,0,0,0,0,,
37,1665577290.0,24106763180,0,2307,0,0,2240,0,67,0,0,0,0,custom,start load param3
38,1665577295.0,17836277864,0,1709,0,0,1600,0,109,0,0,0,0,custom,end param3
39,1665577300.0,0,0,0,0,0,0,0,0,0,0,0,0,,
40,1665577305.0,0,0,0,0,0,0,0,0,0,0,0,0,,
41,1665577310.0,0,0,0,0,0,0,0,0,0,0,0,0,,
42,1665577315.0,0,0,0,0,0,0,0,0,0,0,0,0,,
43,1665577320.0,0,0,0,0,0,0,0,0,0,0,0,0,,
44,1665577325.0,0,0,0,0,0,0,0,0,0,0,0,0,,
45,1665577330.0,0,0,0,0,0,0,0,0,0,0,0,0,,
46,1665577335.0,0,0,0,0,0,0,0,0,0,0,0,0,,
47,1665577340.0,0,0,0,0,0,0,0,0,0,0,0,0,,
48,1665577345.0,0,182886400,0,1786,0,0,0,0,0,1680,0,106,custom,start checkpoint small
49,1665577350.0,0,995737600,0,9724,0,0,0,0,0,9640,0,84,,
50,1665577355.0,0,1007923200,0,9843,0,0,0,0,0,9800,0,43,,
