,timestamp,bytesRead,bytesWritten,operationRead,operationWrite,accessRandRead,accessSeqRead,accessStrRead,accessUnclRead,accessRandWrite,accessSeqWrite,accessStrWrite,accessUnclWrite,event_type,event_message
55,1665402340.0,0,0,0,0,0,0,0,0,0,0,0,0,,
56,1665402345.0,0,0,0,0,0,0,0,0,0,0,0,0,,
57,1665402350.0,0,0,0,0,0,0,0,0,0,0,0,0,,
58,1665402355.0,0,0,0,0,0,0,0,0,0,0,0,0,,
59,1665402360.0,0,0,0,0,0,0,0,0,0,0,0,0,,
60,1665402365.0,0,0,0,0,0,0,0,0,0,0,0,0,,
61,1665402370.0,0,37748736,0,36,0,0,0,0,0,0,0,36,,
62,1665402375.0,0,2090860544,0,1994,0,0,0,0,0,1960,0,34,,
63,1665402380.0,0,1017118720,0,970,0,0,0,0,0,920,0,50,,
64,1665402385.0,0,0,0,0,0,0,0,0,0,0,0,0,,
65,1665402390.0,0,0,0,0,0,0,0,0,0,0,0,0,,
66,1665402395.0,0,0,0,0,0,0,0,0,0,0,0,0,,
67,1665402400.0,0,0,0,0,0,0,0,0,0,0,0,0,,
68,1665402405.0,0,0,0,0,0,0,0,0,0,0,0,0,,
69,1665402410.0,72,0,3,0,0,0,0,3,0,0,0,0,custom,end checkpoint medium
70,1665402415.0,0,0,0,0,0,0,0,0,0,0,0,0,,
71,1665402420.0,0,0,0,0,0,0,0,0,0,0,0,0,,
72,1665402425.0,0,0,0,0,0,0,0,0,0,0,0,0,,
73,1665402430.0,0,0,0,0,0,0,0,0,0,0,0,0,,
74,1665402435.0,0,0,0,0,0,0,0,0,0,0,0,0,,
75,1665402440.0,0,0,0,0,0,0,0,0,0,0,0,0,,
76,1665402445.0,0,0,0,0,0,0,0,0,0,0,0,0,,
77,1665402450.0,0,0,0,0,0,0,0,0,0,0,0,0,,
78,1665402455.0,0,0,0,0,0,0,0,0,0,0,0,0,,
79,1665402460.0,0,0,0,0,0,0,0,0,0,0,0,0,,
80,1665402465.0,0,0,0,0,0,0,0,0,0,0,0,0,,
81,1665402470.0,0,1562378240,0,149,0,0,0,0,0,120,0,29,custom,start checkpoint big
82,1665402475.0,0,3365928960,0,321,0,0,0,0,0,280,0,41,,
83,1665402480.0,0,4068474880,0,388,0,0,0,0,0,320,0,68,,
84,1665402485.0,0,3670016000,0,350,0,0,0,0,0,320,0,30,,
85,1665402490.0,0,5253365760,0,501,0,0,0,0,0,440,0,61,,
86,1665402495.0,0,5494538240,0,524,0,0,0,0,0,480,0,44,,
87,1665402500.0,0,4194304000,0,400,0,0,0,0,0,360,0,40,,
88,1665402505.0,0,2055208960,0,196,0,0,0,0,0,160,0,36,,
89,1665402510.0,0,1793064960,0,171,0,0,0,0,0,160,0,11,,
90,1665402515.0,0,0,0,0,0,0,0,0,0,0,0,0,,
91,1665402520.0,9,0,1,0,0,0,0,1,0,0,0,0,custom,end checkpoint big
92,1665402525.0,9,0,1,0,0,0,0,1,0,0,0,0,custom,end checkpoint big
93,1665402530.0,9,0,1,0,0,0,0,1,0,0,0,0,custom,end checkpoint big
94,1665402535.0,0,0,0,0,0,0,0,0,0,0,0,0,,
95,1665402540.0,0,0,0,0,0,0,0,0,0,0,0,0,,
96,1665402545.0,0,0,0,0,0,0,0,0,0,0,0,0,,
97,1665402550.0,0,0,0,0,0,0,0,0,0,0,0,0,,
98,1665402555.0,0,0,0,0,0,0,0,0,0,0,0,0,,
99,1665402560.0,0,0,0,0,0,0,0,0,0,0,0,0,,
100,1665402565.0,0,0,0,0,0,0,0,0,0,0,0,0,,
101,1665402570.0,0,0,0,0,0,0,0,0,0,0,0,0,,
102,1665402575.0,0,0,0,0,0,0,0,0,0,0,0,0,,
103,1665402580.0,0,0,1,0,0,0,0,1,0,0,0,0,,
104,1665402585.0,0,0,1,0,0,0,0,1,0,0,0,0,,
105,1665402590.0,0,0,2,0,0,0,0,2,0,0,0,0,,
