,dataset,jobid,timeserie,signal_length,n_brkpts,algo_name,cost_function,loss,penalty,computation_time
1633,dataset_oth_db,1476,bytesRead,385,3,Botup,Mala,2255937261584.0,3.981071705534969,0.022566556930541992
1634,dataset_oth_db,1476,bytesRead,385,63,Botup,Mala,2255937261584.0,63.0957344480193,0.008097410202026367
1635,dataset_oth_db,1476,bytesRead,385,0,Botup,Rank,[[0.]],0.001,0.028110742568969727
1636,dataset_oth_db,1476,bytesRead,385,0,Botup,Rank,[[0.]],0.015848931924611134,0.02803659439086914
1637,dataset_oth_db,1476,bytesRead,385,0,Botup,Rank,[[0.]],0.25118864315095796,0.02803325653076172
1638,dataset_oth_db,1476,bytesRead,385,3,Botup,Rank,[[-75.39165582]],3.981071705534969,0.027241230010986328
1639,dataset_oth_db,1476,bytesRead,385,63,Botup,Rank,[[-75.39165582]],63.0957344480193,0.015231609344482422
1640,dataset_oth_db,1476,bytesRead,385,0,Wind,L1,1680106.0,0.001,0.01698613166809082
1641,dataset_oth_db,1476,bytesRead,385,0,Wind,L1,1680106.0,0.015848931924611134,0.01698017120361328
1642,dataset_oth_db,1476,bytesRead,385,0,Wind,L1,1680106.0,0.25118864315095796,0.017037153244018555
1643,dataset_oth_db,1476,bytesRead,385,0,Wind,L1,1680106.0,3.981071705534969,0.016988277435302734
1644,dataset_oth_db,1476,bytesRead,385,0,Wind,L1,1680106.0,63.0957344480193,0.017026662826538086
1645,dataset_oth_db,1476,bytesRead,385,1,Wind,L2,2763466453555.2812,0.001,0.011964797973632812
1646,dataset_oth_db,1476,bytesRead,385,1,Wind,L2,2763466453555.2812,0.015848931924611134,0.011952638626098633
1647,dataset_oth_db,1476,bytesRead,385,1,Wind,L2,2763466453555.2812,0.25118864315095796,0.011969566345214844
1648,dataset_oth_db,1476,bytesRead,385,1,Wind,L2,2763466453555.2812,3.981071705534969,0.012001991271972656
1649,dataset_oth_db,1476,bytesRead,385,1,Wind,L2,2763466453555.2812,63.0957344480193,0.012010812759399414
1650,dataset_oth_db,1476,bytesRead,385,1,Wind,Gauss,-3391.4218387378937,0.001,0.019284486770629883
1651,dataset_oth_db,1476,bytesRead,385,1,Wind,Gauss,-3391.4218387378937,0.015848931924611134,0.01924276351928711
1652,dataset_oth_db,1476,bytesRead,385,1,Wind,Gauss,-3391.4218387378937,0.25118864315095796,0.01952648162841797
1653,dataset_oth_db,1476,bytesRead,385,1,Wind,Gauss,-3391.4218387378937,3.981071705534969,0.019364595413208008
1654,dataset_oth_db,1476,bytesRead,385,1,Wind,Gauss,-3391.4218387378937,63.0957344480193,0.019310712814331055
1655,dataset_oth_db,1476,bytesRead,385,0,Wind,Linear,2819921576980.0,0.001,0.01068115234375
1656,dataset_oth_db,1476,bytesRead,385,0,Wind,Linear,2819921576980.0,0.015848931924611134,0.010707616806030273
1657,dataset_oth_db,1476,bytesRead,385,0,Wind,Linear,2819921576980.0,0.25118864315095796,0.010656356811523438
1658,dataset_oth_db,1476,bytesRead,385,0,Wind,Linear,2819921576980.0,3.981071705534969,0.010677814483642578
1659,dataset_oth_db,1476,bytesRead,385,0,Wind,Linear,2819921576980.0,63.0957344480193,0.010704994201660156
1660,dataset_oth_db,1476,bytesRead,385,0,Wind,Clinear,2817287819875.2993,0.001,0.010195493698120117
1661,dataset_oth_db,1476,bytesRead,385,0,Wind,Clinear,2817287819875.2993,0.015848931924611134,0.010193824768066406
1662,dataset_oth_db,1476,bytesRead,385,0,Wind,Clinear,2817287819875.2993,0.25118864315095796,0.010234355926513672
1663,dataset_oth_db,1476,bytesRead,385,0,Wind,Clinear,2817287819875.2993,3.981071705534969,0.0102386474609375
1664,dataset_oth_db,1476,bytesRead,385,0,Wind,Clinear,2817287819875.2993,63.0957344480193,0.010202407836914062
1665,dataset_oth_db,1476,bytesRead,385,1,Wind,AR,2759917411260.8506,0.001,0.015658855438232422
1666,dataset_oth_db,1476,bytesRead,385,1,Wind,AR,2759917411260.8506,0.015848931924611134,0.01579737663269043
1667,dataset_oth_db,1476,bytesRead,385,1,Wind,AR,2759917411260.8506,0.25118864315095796,0.015590190887451172
1668,dataset_oth_db,1476,bytesRead,385,1,Wind,AR,2759917411260.8506,3.981071705534969,0.015727996826171875
1669,dataset_oth_db,1476,bytesRead,385,1,Wind,AR,2759917411260.8506,63.0957344480193,0.015613555908203125
1670,dataset_oth_db,1476,bytesRead,385,1,Wind,Mala,2763466453555.28,0.001,0.007126808166503906
1671,dataset_oth_db,1476,bytesRead,385,1,Wind,Mala,2763466453555.28,0.015848931924611134,0.00713658332824707
1672,dataset_oth_db,1476,bytesRead,385,1,Wind,Mala,2763466453555.28,0.25118864315095796,0.007077217102050781
1673,dataset_oth_db,1476,bytesRead,385,1,Wind,Mala,2763466453555.28,3.981071705534969,0.007083892822265625
1674,dataset_oth_db,1476,bytesRead,385,1,Wind,Mala,2763466453555.28,63.0957344480193,0.007093191146850586
1675,dataset_oth_db,1476,bytesRead,385,1,Wind,Rank,[[-13.46988254]],0.001,0.01194310188293457
1676,dataset_oth_db,1476,bytesRead,385,1,Wind,Rank,[[-13.46988254]],0.015848931924611134,0.01187753677368164
1677,dataset_oth_db,1476,bytesRead,385,1,Wind,Rank,[[-13.46988254]],0.25118864315095796,0.011924505233764648
1678,dataset_oth_db,1476,bytesRead,385,1,Wind,Rank,[[-13.46988254]],3.981071705534969,0.01192164421081543
1679,dataset_oth_db,1476,bytesRead,385,1,Wind,Rank,[[-13.46988254]],63.0957344480193,0.01189422607421875
1680,dataset_oth_db,1334,bytesWritten,1550,142,Pelt,L1,2434592080.0,0.001,0.5926926136016846
1681,dataset_oth_db,1334,bytesWritten,1550,142,Pelt,L1,2434592080.0,0.015848931924611134,0.59165358543396
1682,dataset_oth_db,1334,bytesWritten,1550,142,Pelt,L1,2434592080.0,0.25118864315095796,0.5943741798400879
1683,dataset_oth_db,1334,bytesWritten,1550,142,Pelt,L1,2434592080.0,3.981071705534969,0.5946693420410156
1684,dataset_oth_db,1334,bytesWritten,1550,142,Pelt,L1,2434592080.0,63.0957344480193,0.5948667526245117
1685,dataset_oth_db,1334,bytesWritten,1550,139,Pelt,L1,2434592794.0,1000.0,0.6524379253387451
1686,dataset_oth_db,1334,bytesWritten,1550,249,Pelt,L2,3.183230410003677e+17,0.001,0.07325434684753418
1687,dataset_oth_db,1334,bytesWritten,1550,249,Pelt,L2,3.183230410003677e+17,0.015848931924611134,0.07325410842895508
1688,dataset_oth_db,1334,bytesWritten,1550,249,Pelt,L2,3.183230410003677e+17,0.25118864315095796,0.07304072380065918
1689,dataset_oth_db,1334,bytesWritten,1550,249,Pelt,L2,3.183230410003677e+17,3.981071705534969,0.07264995574951172
1690,dataset_oth_db,1334,bytesWritten,1550,245,Pelt,L2,3.1832304100036774e+17,63.0957344480193,0.07389545440673828
1691,dataset_oth_db,1334,bytesWritten,1550,244,Pelt,L2,3.183230410003681e+17,1000.0,0.07368636131286621
1692,dataset_oth_db,1334,bytesWritten,1550,246,Pelt,Gauss,15634.316182064056,0.001,0.10108304023742676
1693,dataset_oth_db,1334,bytesWritten,1550,245,Pelt,Gauss,15634.331901548056,0.015848931924611134,0.09806537628173828
1694,dataset_oth_db,1334,bytesWritten,1550,243,Pelt,Gauss,15634.707592678158,0.25118864315095796,0.10174155235290527
1695,dataset_oth_db,1334,bytesWritten,1550,184,Pelt,Gauss,15749.750819025925,3.981071705534969,0.12363982200622559
1696,dataset_oth_db,1334,bytesWritten,1550,87,Pelt,Gauss,18252.245066456482,63.0957344480193,0.39429235458374023
1697,dataset_oth_db,1334,bytesWritten,1550,6,Pelt,Gauss,32546.869899155467,1000.0,1.0485007762908936
1698,dataset_oth_db,1334,bytesWritten,1550,78,Pelt,Linear,4.435556232311235e+19,0.001,0.15498018264770508
1699,dataset_oth_db,1334,bytesWritten,1550,78,Pelt,Linear,4.435556232311235e+19,0.015848931924611134,0.15492939949035645
1700,dataset_oth_db,1334,bytesWritten,1550,78,Pelt,Linear,4.435556232311235e+19,0.25118864315095796,0.1559004783630371
1701,dataset_oth_db,1334,bytesWritten,1550,78,Pelt,Linear,4.435556232311235e+19,3.981071705534969,0.15529227256774902
1702,dataset_oth_db,1334,bytesWritten,1550,58,Pelt,Linear,4.435556232311236e+19,63.0957344480193,0.1553361415863037
1703,dataset_oth_db,1334,bytesWritten,1550,38,Pelt,Linear,4.4355562323112395e+19,1000.0,0.1356515884399414
1704,dataset_oth_db,1334,bytesWritten,1550,131,Pelt,Clinear,3.0289627434333344e+17,0.001,0.08173322677612305
1705,dataset_oth_db,1334,bytesWritten,1550,131,Pelt,Clinear,3.0289627434333344e+17,0.015848931924611134,0.08184957504272461
1706,dataset_oth_db,1334,bytesWritten,1550,131,Pelt,Clinear,3.0289627434333344e+17,0.25118864315095796,0.08190488815307617
1707,dataset_oth_db,1334,bytesWritten,1550,134,Pelt,Clinear,3.0289627434333344e+17,3.981071705534969,0.08117437362670898
1708,dataset_oth_db,1334,bytesWritten,1550,126,Pelt,Clinear,3.0289627434333344e+17,63.0957344480193,0.08928370475769043
1709,dataset_oth_db,1334,bytesWritten,1550,126,Pelt,Clinear,3.0289627434333344e+17,1000.0,0.0802145004272461
1710,dataset_oth_db,1334,bytesWritten,1550,244,Pelt,AR,4.790460542937295e+16,0.001,0.08882808685302734
1711,dataset_oth_db,1334,bytesWritten,1550,244,Pelt,AR,4.790460542937295e+16,0.015848931924611134,0.08744335174560547
1712,dataset_oth_db,1334,bytesWritten,1550,244,Pelt,AR,4.790460542937295e+16,0.25118864315095796,0.0874638557434082
1713,dataset_oth_db,1334,bytesWritten,1550,243,Pelt,AR,4.790460542937295e+16,3.981071705534969,0.08721280097961426
1714,dataset_oth_db,1334,bytesWritten,1550,243,Pelt,AR,4.790460542937295e+16,63.0957344480193,0.08718633651733398
1715,dataset_oth_db,1334,bytesWritten,1550,243,Pelt,AR,4.790460542937295e+16,1000.0,0.0874018669128418
1716,dataset_oth_db,1334,bytesWritten,1550,249,Pelt,Mala,3.18323041000366e+17,0.001,0.04455971717834473
1717,dataset_oth_db,1334,bytesWritten,1550,249,Pelt,Mala,3.18323041000366e+17,0.015848931924611134,0.04741501808166504
1718,dataset_oth_db,1334,bytesWritten,1550,249,Pelt,Mala,3.18323041000366e+17,0.25118864315095796,0.04502058029174805
1719,dataset_oth_db,1334,bytesWritten,1550,249,Pelt,Mala,3.18323041000366e+17,3.981071705534969,0.0455167293548584
1720,dataset_oth_db,1334,bytesWritten,1550,245,Pelt,Mala,3.183230410003661e+17,63.0957344480193,0.04799985885620117
1721,dataset_oth_db,1334,bytesWritten,1550,244,Pelt,Mala,3.1832304100036646e+17,1000.0,0.04516267776489258
1722,dataset_oth_db,1334,bytesWritten,1550,231,Pelt,Rank,[[-1437.2201677]],0.001,0.2355053424835205
1723,dataset_oth_db,1334,bytesWritten,1550,192,Pelt,Rank,[[-1436.996646]],0.015848931924611134,0.21588993072509766
1724,dataset_oth_db,1334,bytesWritten,1550,52,Pelt,Rank,[[-1423.49561576]],0.25118864315095796,0.5153672695159912
1725,dataset_oth_db,1334,bytesWritten,1550,13,Pelt,Rank,[[-1383.71462343]],3.981071705534969,0.6677782535552979
1726,dataset_oth_db,1334,bytesWritten,1550,6,Pelt,Rank,[[-1335.81260586]],63.0957344480193,0.9360253810882568
1727,dataset_oth_db,1334,bytesWritten,1550,0,Pelt,Rank,[[0.]],1000.0,3.78916072845459
1728,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,L1,150466423728.0,0.001,0.13059496879577637
1729,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,L1,150466423728.0,0.015848931924611134,0.1310558319091797
1730,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,L1,150466423728.0,0.25118864315095796,0.13060545921325684
1731,dataset_oth_db,1334,bytesWritten,1550,4,Binseg,L1,127312745706.0,3.981071705534969,0.19932889938354492
1732,dataset_oth_db,1334,bytesWritten,1550,64,Binseg,L1,64958281687.0,63.0957344480193,0.38739013671875
1733,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,L2,2.2888971676523086e+19,0.001,0.08974385261535645
1734,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,L2,2.2888971676523086e+19,0.015848931924611134,0.08968853950500488
1735,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,L2,2.2888971676523086e+19,0.25118864315095796,0.08972716331481934
1736,dataset_oth_db,1334,bytesWritten,1550,4,Binseg,L2,1.0481288314138337e+19,3.981071705534969,0.19005560874938965
1737,dataset_oth_db,1334,bytesWritten,1550,64,Binseg,L2,3.183403130128813e+17,63.0957344480193,0.32384204864501953
1738,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,Gauss,57470.21585714049,0.001,0.14075708389282227
1739,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,Gauss,57470.21585714049,0.015848931924611134,0.1408700942993164
1740,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,Gauss,57470.21585714049,0.25118864315095796,0.1408863067626953
1741,dataset_oth_db,1334,bytesWritten,1550,4,Binseg,Gauss,48939.38230785214,3.981071705534969,0.2686769962310791
1742,dataset_oth_db,1334,bytesWritten,1550,64,Binseg,Gauss,25118.947240958165,63.0957344480193,0.6317276954650879
1743,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,Linear,4.435556232311242e+19,0.001,0.07587075233459473
1744,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,Linear,4.435556232311242e+19,0.015848931924611134,0.07523059844970703
1745,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,Linear,4.435556232311242e+19,0.25118864315095796,0.07555341720581055
1746,dataset_oth_db,1334,bytesWritten,1550,4,Binseg,Linear,4.435556232311241e+19,3.981071705534969,0.1531834602355957
1747,dataset_oth_db,1334,bytesWritten,1550,4,Binseg,Linear,4.435556232311241e+19,63.0957344480193,0.15303492546081543
1748,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,Clinear,2.8178372078542275e+19,0.001,0.07143115997314453
1749,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,Clinear,2.8178372078542275e+19,0.015848931924611134,0.07129788398742676
1750,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,Clinear,2.8178372078542275e+19,0.25118864315095796,0.07116866111755371
1751,dataset_oth_db,1334,bytesWritten,1550,4,Binseg,Clinear,2.336847791931502e+19,3.981071705534969,0.11378049850463867
1752,dataset_oth_db,1334,bytesWritten,1550,46,Binseg,Clinear,1.4861308685628666e+19,63.0957344480193,0.17943978309631348
1753,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,AR,2.4438084893246534e+17,0.001,0.15969061851501465
1754,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,AR,2.4438084893246534e+17,0.015848931924611134,0.1598055362701416
1755,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,AR,2.4438084893246534e+17,0.25118864315095796,0.15941762924194336
1756,dataset_oth_db,1334,bytesWritten,1550,4,Binseg,AR,1.997597438088948e+17,3.981071705534969,0.2546665668487549
1757,dataset_oth_db,1334,bytesWritten,1550,64,Binseg,AR,1.551352321746372e+17,63.0957344480193,0.5174610614776611
1758,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,Mala,2.288897167652307e+19,0.001,0.9457762241363525
1759,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,Mala,2.288897167652307e+19,0.015848931924611134,0.9415843486785889
1760,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,Mala,2.288897167652307e+19,0.25118864315095796,0.9404087066650391
1761,dataset_oth_db,1334,bytesWritten,1550,4,Binseg,Mala,1.0481288314138327e+19,3.981071705534969,1.3358428478240967
1762,dataset_oth_db,1334,bytesWritten,1550,64,Binseg,Mala,3.1834031301287994e+17,63.0957344480193,1.4276988506317139
1763,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,Rank,[[-151.61072257]],0.001,0.07816839218139648
1764,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,Rank,[[-151.61072257]],0.015848931924611134,0.07715606689453125
1765,dataset_oth_db,1334,bytesWritten,1550,1,Binseg,Rank,[[-151.61072257]],0.25118864315095796,0.0768880844116211
1766,dataset_oth_db,1334,bytesWritten,1550,4,Binseg,Rank,[[-888.97695353]],3.981071705534969,0.15862059593200684
1767,dataset_oth_db,1334,bytesWritten,1550,64,Binseg,Rank,[[-1424.82136521]],63.0957344480193,0.2903001308441162
1768,dataset_oth_db,1334,bytesWritten,1550,0,Botup,L1,174000054408.0,0.001,0.16193938255310059
1769,dataset_oth_db,1334,bytesWritten,1550,0,Botup,L1,174000054408.0,0.015848931924611134,0.1600191593170166
1770,dataset_oth_db,1334,bytesWritten,1550,0,Botup,L1,174000054408.0,0.25118864315095796,0.1600031852722168
1771,dataset_oth_db,1334,bytesWritten,1550,3,Botup,L1,98720688408.0,3.981071705534969,0.15997767448425293
1772,dataset_oth_db,1334,bytesWritten,1550,63,Botup,L1,2452467121.0,63.0957344480193,0.14519262313842773
1773,dataset_oth_db,1334,bytesWritten,1550,0,Botup,L2,2.4822646881830547e+19,0.001,0.12237834930419922
1774,dataset_oth_db,1334,bytesWritten,1550,0,Botup,L2,2.4822646881830547e+19,0.015848931924611134,0.12205696105957031
1775,dataset_oth_db,1334,bytesWritten,1550,0,Botup,L2,2.4822646881830547e+19,0.25118864315095796,0.12204384803771973
1776,dataset_oth_db,1334,bytesWritten,1550,3,Botup,L2,1.4883663941032219e+19,3.981071705534969,0.12209272384643555
1777,dataset_oth_db,1334,bytesWritten,1550,63,Botup,L2,3.183410168627801e+17,63.0957344480193,0.11108708381652832
1778,dataset_oth_db,1334,bytesWritten,1550,0,Botup,Gauss,57834.030715819055,0.001,0.173051118850708
1779,dataset_oth_db,1334,bytesWritten,1550,0,Botup,Gauss,57834.030715819055,0.015848931924611134,0.17274928092956543
1780,dataset_oth_db,1334,bytesWritten,1550,0,Botup,Gauss,57834.030715819055,0.25118864315095796,0.17295575141906738
1781,dataset_oth_db,1334,bytesWritten,1550,3,Botup,Gauss,48911.689451148944,3.981071705534969,0.1725153923034668
1782,dataset_oth_db,1334,bytesWritten,1550,63,Botup,Gauss,21083.32959442115,63.0957344480193,0.15709733963012695
1783,dataset_oth_db,1334,bytesWritten,1550,0,Botup,Linear,4.435556232311252e+19,0.001,0.11225605010986328
1784,dataset_oth_db,1334,bytesWritten,1550,0,Botup,Linear,4.435556232311252e+19,0.015848931924611134,0.11250734329223633
1785,dataset_oth_db,1334,bytesWritten,1550,0,Botup,Linear,4.435556232311252e+19,0.25118864315095796,0.1130821704864502
1786,dataset_oth_db,1334,bytesWritten,1550,3,Botup,Linear,4.435556232311243e+19,3.981071705534969,0.11222434043884277
1787,dataset_oth_db,1334,bytesWritten,1550,63,Botup,Linear,4.4355562323112485e+19,63.0957344480193,0.10103535652160645
1788,dataset_oth_db,1334,bytesWritten,1550,0,Botup,Clinear,3.8189248640869106e+19,0.001,0.10392332077026367
1789,dataset_oth_db,1334,bytesWritten,1550,0,Botup,Clinear,3.8189248640869106e+19,0.015848931924611134,0.10398316383361816
1790,dataset_oth_db,1334,bytesWritten,1550,0,Botup,Clinear,3.8189248640869106e+19,0.25118864315095796,0.10392260551452637
1791,dataset_oth_db,1334,bytesWritten,1550,3,Botup,Clinear,2.384488470847651e+19,3.981071705534969,0.10361552238464355
1792,dataset_oth_db,1334,bytesWritten,1550,63,Botup,Clinear,3.029012740942168e+17,63.0957344480193,0.09467935562133789
1793,dataset_oth_db,1334,bytesWritten,1550,0,Botup,AR,2.592196219781186e+17,0.001,0.14655303955078125
1794,dataset_oth_db,1334,bytesWritten,1550,0,Botup,AR,2.592196219781186e+17,0.015848931924611134,0.14620327949523926
1795,dataset_oth_db,1334,bytesWritten,1550,0,Botup,AR,2.592196219781186e+17,0.25118864315095796,0.14613127708435059
1796,dataset_oth_db,1334,bytesWritten,1550,3,Botup,AR,1.8000181147820653e+17,3.981071705534969,0.1451277732849121
1797,dataset_oth_db,1334,bytesWritten,1550,63,Botup,AR,4.795461798053923e+16,63.0957344480193,0.1314234733581543
1798,dataset_oth_db,1334,bytesWritten,1550,0,Botup,Mala,2.4822646881830535e+19,0.001,0.08541417121887207
1799,dataset_oth_db,1334,bytesWritten,1550,0,Botup,Mala,2.4822646881830535e+19,0.015848931924611134,0.08494448661804199
1800,dataset_oth_db,1334,bytesWritten,1550,0,Botup,Mala,2.4822646881830535e+19,0.25118864315095796,0.08553004264831543
1801,dataset_oth_db,1334,bytesWritten,1550,3,Botup,Mala,1.488366394103222e+19,3.981071705534969,0.0830085277557373
1802,dataset_oth_db,1334,bytesWritten,1550,63,Botup,Mala,3.1834101686277856e+17,63.0957344480193,0.07076144218444824
1803,dataset_oth_db,1334,bytesWritten,1550,0,Botup,Rank,[[0.]],0.001,0.12988805770874023
1804,dataset_oth_db,1334,bytesWritten,1550,0,Botup,Rank,[[0.]],0.015848931924611134,0.12894630432128906
1805,dataset_oth_db,1334,bytesWritten,1550,0,Botup,Rank,[[0.]],0.25118864315095796,0.12944602966308594
1806,dataset_oth_db,1334,bytesWritten,1550,3,Botup,Rank,[[-596.60832599]],3.981071705534969,0.12889480590820312
1807,dataset_oth_db,1334,bytesWritten,1550,63,Botup,Rank,[[-1425.56917473]],63.0957344480193,0.11516237258911133
1808,dataset_oth_db,1334,bytesWritten,1550,1,Wind,L1,160823914776.0,0.001,0.08629894256591797
1809,dataset_oth_db,1334,bytesWritten,1550,1,Wind,L1,160823914776.0,0.015848931924611134,0.08626055717468262
1810,dataset_oth_db,1334,bytesWritten,1550,1,Wind,L1,160823914776.0,0.25118864315095796,0.08651351928710938
1811,dataset_oth_db,1334,bytesWritten,1550,4,Wind,L1,88041671805.0,3.981071705534969,0.08760905265808105
1812,dataset_oth_db,1334,bytesWritten,1550,7,Wind,L1,3624622086.0,63.0957344480193,0.08989763259887695
1813,dataset_oth_db,1334,bytesWritten,1550,1,Wind,L2,2.412291985910689e+19,0.001,0.058603525161743164
1814,dataset_oth_db,1334,bytesWritten,1550,1,Wind,L2,2.412291985910689e+19,0.015848931924611134,0.05835390090942383
1815,dataset_oth_db,1334,bytesWritten,1550,1,Wind,L2,2.412291985910689e+19,0.25118864315095796,0.058480024337768555
1816,dataset_oth_db,1334,bytesWritten,1550,4,Wind,L2,9.342827145729898e+18,3.981071705534969,0.059568166732788086
1817,dataset_oth_db,1334,bytesWritten,1550,10,Wind,L2,6.507236727973422e+17,63.0957344480193,0.06299400329589844
1818,dataset_oth_db,1334,bytesWritten,1550,1,Wind,Gauss,57740.063852509025,0.001,0.09459209442138672
1819,dataset_oth_db,1334,bytesWritten,1550,1,Wind,Gauss,57740.063852509025,0.015848931924611134,0.09472846984863281
1820,dataset_oth_db,1334,bytesWritten,1550,1,Wind,Gauss,57740.063852509025,0.25118864315095796,0.09488940238952637
1821,dataset_oth_db,1334,bytesWritten,1550,4,Wind,Gauss,41053.55909161097,3.981071705534969,0.09606218338012695
1822,dataset_oth_db,1334,bytesWritten,1550,9,Wind,Gauss,32528.52553247206,63.0957344480193,0.10011029243469238
1823,dataset_oth_db,1334,bytesWritten,1550,1,Wind,Linear,4.4355562323112436e+19,0.001,0.05363297462463379
1824,dataset_oth_db,1334,bytesWritten,1550,1,Wind,Linear,4.4355562323112436e+19,0.015848931924611134,0.05385947227478027
1825,dataset_oth_db,1334,bytesWritten,1550,1,Wind,Linear,4.4355562323112436e+19,0.25118864315095796,0.05392885208129883
1826,dataset_oth_db,1334,bytesWritten,1550,3,Wind,Linear,4.435556232311245e+19,3.981071705534969,0.05404829978942871
1827,dataset_oth_db,1334,bytesWritten,1550,3,Wind,Linear,4.435556232311245e+19,63.0957344480193,0.0544438362121582
1828,dataset_oth_db,1334,bytesWritten,1550,1,Wind,Clinear,3.476175259602125e+19,0.001,0.05174064636230469
1829,dataset_oth_db,1334,bytesWritten,1550,1,Wind,Clinear,3.476175259602125e+19,0.015848931924611134,0.051516056060791016
1830,dataset_oth_db,1334,bytesWritten,1550,1,Wind,Clinear,3.476175259602125e+19,0.25118864315095796,0.05151629447937012
1831,dataset_oth_db,1334,bytesWritten,1550,4,Wind,Clinear,2.6454897775454036e+19,3.981071705534969,0.05231499671936035
1832,dataset_oth_db,1334,bytesWritten,1550,15,Wind,Clinear,9.349917799862985e+18,63.0957344480193,0.05974936485290527
1833,dataset_oth_db,1334,bytesWritten,1550,1,Wind,AR,2.577117109922215e+17,0.001,0.08012723922729492
1834,dataset_oth_db,1334,bytesWritten,1550,1,Wind,AR,2.577117109922215e+17,0.015848931924611134,0.08000731468200684
1835,dataset_oth_db,1334,bytesWritten,1550,1,Wind,AR,2.577117109922215e+17,0.25118864315095796,0.07997465133666992
1836,dataset_oth_db,1334,bytesWritten,1550,4,Wind,AR,2.212392705694149e+17,3.981071705534969,0.08155703544616699
1837,dataset_oth_db,1334,bytesWritten,1550,9,Wind,AR,1.381158169748381e+17,63.0957344480193,0.08550405502319336
1838,dataset_oth_db,1334,bytesWritten,1550,1,Wind,Mala,2.41229198591069e+19,0.001,0.03844761848449707
1839,dataset_oth_db,1334,bytesWritten,1550,1,Wind,Mala,2.41229198591069e+19,0.015848931924611134,0.03795289993286133
1840,dataset_oth_db,1334,bytesWritten,1550,1,Wind,Mala,2.41229198591069e+19,0.25118864315095796,0.03798174858093262
1841,dataset_oth_db,1334,bytesWritten,1550,4,Wind,Mala,9.342827145729896e+18,3.981071705534969,0.040177106857299805
1842,dataset_oth_db,1334,bytesWritten,1550,10,Wind,Mala,6.507236727973354e+17,63.0957344480193,0.04464459419250488
1843,dataset_oth_db,1334,bytesWritten,1550,1,Wind,Rank,[[-91.83540072]],0.001,0.05854487419128418
1844,dataset_oth_db,1334,bytesWritten,1550,1,Wind,Rank,[[-91.83540072]],0.015848931924611134,0.057740211486816406
1845,dataset_oth_db,1334,bytesWritten,1550,1,Wind,Rank,[[-91.83540072]],0.25118864315095796,0.057621002197265625
1846,dataset_oth_db,1334,bytesWritten,1550,4,Wind,Rank,[[-683.11362276]],3.981071705534969,0.0587155818939209
1847,dataset_oth_db,1334,bytesWritten,1550,9,Wind,Rank,[[-1341.36123618]],63.0957344480193,0.06119084358215332
1848,dataset_oth_db,1334,bytesRead,1550,4,Pelt,L1,255254711.0,0.001,1.436448574066162
1849,dataset_oth_db,1334,bytesRead,1550,4,Pelt,L1,255254711.0,0.015848931924611134,2.046938896179199
1850,dataset_oth_db,1334,bytesRead,1550,4,Pelt,L1,255254711.0,0.25118864315095796,1.9384160041809082
1851,dataset_oth_db,1334,bytesRead,1550,4,Pelt,L1,255254711.0,3.981071705534969,1.9172122478485107
1852,dataset_oth_db,1334,bytesRead,1550,4,Pelt,L1,255254711.0,63.0957344480193,2.132863998413086
1853,dataset_oth_db,1334,bytesRead,1550,4,Pelt,L1,255254711.0,1000.0,2.2164595127105713
1854,dataset_oth_db,1334,bytesRead,1550,200,Pelt,L2,351641679182005.94,0.001,0.07381367683410645
1855,dataset_oth_db,1334,bytesRead,1550,195,Pelt,L2,351641679182005.94,0.015848931924611134,0.07518815994262695
1856,dataset_oth_db,1334,bytesRead,1550,194,Pelt,L2,351641679182005.94,0.25118864315095796,0.07367229461669922
1857,dataset_oth_db,1334,bytesRead,1550,194,Pelt,L2,351641679182005.94,3.981071705534969,0.07487344741821289
1858,dataset_oth_db,1334,bytesRead,1550,194,Pelt,L2,351641679182005.94,63.0957344480193,0.07512545585632324
1859,dataset_oth_db,1334,bytesRead,1550,194,Pelt,L2,351641679182005.94,1000.0,0.0737447738647461
1860,dataset_oth_db,1334,bytesRead,1550,197,Pelt,Gauss,6173.494048297833,0.001,0.10323882102966309
1861,dataset_oth_db,1334,bytesRead,1550,196,Pelt,Gauss,6173.504154835839,0.015848931924611134,0.1027975082397461
