,duration,size
5e15937b928715c8ce94125b,80.0,42301.0
5e1593c9928715c8ce94128c,85.0,44456.0
5e1593cc928715c8ce941295,53.0,29912.0
5e1593d8928715c8ce9412a4,191.0,91570.0
5e1593fe928715c8ce9412b6,65.0,35872.0
5e159423928715c8ce9412db,74.0,38626.0
5e159444928715c8ce9412eb,57.0,31672.0
5e159473928715c8ce94130d,70.0,35931.0
5e159480928715c8ce941319,63.0,34395.0
5e159496928715c8ce941332,165.0,80541.0
5e15949a928715c8ce94133b,380.0,170357.0
5e1594b9928715c8ce94134d,70.0,36021.0
5e1594bc928715c8ce941356,60.0,32296.0
5e1594f8928715c8ce94137e,55.0,29405.0
5e1594ff928715c8ce941393,85.0,42514.0
5e15952a928715c8ce9413a7,55.0,29437.0
5e159540928715c8ce9413c2,160.0,78622.0
5e15954f928715c8ce9413d2,70.0,35349.0
5e15955c928715c8ce9413de,75.0,39117.0
5e159595928715c8ce941403,72.0,38066.0
5e1595ac928715c8ce941417,60.0,31692.0
5e1595db928715c8ce941436,405.0,184826.0
5e1595e0928715c8ce941442,171.0,82920.0
5e1595e8928715c8ce94144b,51.0,29186.0
5e15960c928715c8ce941461,380.0,169686.0
5e15961a928715c8ce941471,50.0,26731.0
5e15964c928715c8ce941491,64.0,33699.0
5e15968a928715c8ce9414b4,207.0,97787.0
5e159692928715c8ce9414bf,265.0,124083.0
5e15975c928715c8ce94151c,134.0,64384.0
5e159776928715c8ce94152e,400.0,181916.0
5e159789928715c8ce941540,385.0,174386.0
5e159797928715c8ce94154a,50.0,28924.0
5e1597c9928715c8ce941574,47.0,26407.0
5e1597e8928715c8ce94158c,185.0,87066.0
5e1597fb928715c8ce94159b,52.0,29176.0
5e15982d928715c8ce9415bf,50.0,28926.0
5e15985f928715c8ce9415db,61.0,34286.0
5e15989b928715c8ce9415fd,95.0,49693.0
5e1598a6928715c8ce941611,145.0,68403.0
5e1598ff928715c8ce941640,60.0,31919.0
5e159906928715c8ce94164c,80.0,40376.0
5e15990e928715c8ce941656,351.0,159723.0
5e159932928715c8ce941676,151.0,73613.0
5e15993b928715c8ce94167f,145.0,69731.0
5e159956928715c8ce941695,80.0,40013.0
5e1599a6928715c8ce9416c7,225.0,107148.0
5e1599c7928715c8ce9416dd,62.0,34009.0
5e1599ca928715c8ce9416e7,157.0,75999.0
5e159a03928715c8ce941708,51.0,29385.0
5e159a35928715c8ce941727,54.0,29641.0
5e159a67928715c8ce941743,53.0,29030.0
5e159a6a928715c8ce94174d,168.0,80826.0
5e159a6d928715c8ce94175a,361.0,163020.0
5e159a8b928715c8ce941774,68.0,35974.0
5e159a99928715c8ce941781,62.0,34614.0
5e159ad1928715c8ce9417a8,380.0,174714.0
5e159ad5928715c8ce9417b1,56.0,31177.0
5e159b11928715c8ce9417d1,65.0,33326.0
5e159b14928715c8ce9417db,170.0,82596.0
5e159b4d928715c8ce9417fb,60.0,31202.0
5e159b89928715c8ce94181c,50.0,29211.0
5e159bbb928715c8ce941839,72.0,38709.0
5e159bbe928715c8ce941845,190.0,89024.0
5e159bd4928715c8ce94185b,422.0,188612.0
5e159c02928715c8ce94186c,50.0,26731.0
5e159c34928715c8ce941891,40.0,21506.0
5e159c4e928715c8ce9418b2,410.0,189011.0
5e159c52928715c8ce9418bb,70.0,36053.0
5e159c7b928715c8ce9418d2,195.0,91762.0
5e159c98928715c8ce9418ea,60.0,33659.0
5e159cd4928715c8ce94190e,62.0,33405.0
5e159d10928715c8ce94192f,40.0,23954.0
5e159d38928715c8ce94194c,55.0,28913.0
5e159d3b928715c8ce941955,176.0,84334.0
5e159d6a928715c8ce941972,65.0,36036.0
5e159d83928715c8ce941986,415.0,187879.0
5e159da6928715c8ce9419a0,50.0,28874.0
5e159dd8928715c8ce9419be,52.0,28540.0
5e159de8928715c8ce9419ca,95.0,47064.0
5e159ded928715c8ce9419d4,210.0,98906.0
5e159e0a928715c8ce9419ef,75.0,39202.0
5e159e42928715c8ce941a10,85.0,45323.0
5e159e50928715c8ce941a1e,150.0,73382.0
5e159e9e928715c8ce941a48,63.0,33752.0
5e159ebf928715c8ce941a5d,173.0,83232.0
5e159eda928715c8ce941a70,85.0,43730.0
5e159ee6928715c8ce941a84,70.0,36180.0
5e159f27928715c8ce941aaa,441.0,198623.0
5e159f2a928715c8ce941ab3,115.0,56802.0
5e159f2d928715c8ce941abd,100.0,50930.0
5e159f69928715c8ce941add,176.0,85920.0
5e159f90928715c8ce941af8,55.0,29849.0
5e159f96928715c8ce941b01,77.0,40477.0
5e159fc2928715c8ce941b20,60.0,31634.0
5e159fe6928715c8ce941b39,83.0,42847.0
5e159ffe928715c8ce941b4c,85.0,43409.0
5e15a01d928715c8ce941b60,190.0,89902.0
5e15a036928715c8ce941b75,103.0,52589.0
5e15a04e928715c8ce941b89,85.0,43653.0
5e15a09a928715c8ce941bb4,70.0,37892.0
5e15a09e928715c8ce941bc0,60.0,31848.0
5e15a0da928715c8ce941bdf,60.0,31211.0
5e15a0db928715c8ce941be8,160.0,76425.0
5e15a0e0928715c8ce941bf3,80.0,39920.0
5e15a0e0928715c8ce941bf9,370.0,166149.0
5e15a116928715c8ce941c1e,40.0,23802.0
5e15a132928715c8ce941c38,75.0,37272.0
5e15a13f928715c8ce941c45,70.0,36309.0
5e15a177928715c8ce941c67,85.0,42461.0
5e15a17b928715c8ce941c71,75.0,38615.0
5e15a17e928715c8ce941c7a,190.0,89345.0
5e15a1c1928715c8ce941ca5,71.0,38800.0
5e15a1c7928715c8ce941cb1,80.0,40739.0
5e15a207928715c8ce941cd4,51.0,28914.0
5e15a217928715c8ce941ce3,60.0,31246.0
5e15a239928715c8ce941cf8,50.0,28554.0
5e15a23c928715c8ce941d01,160.0,76311.0
5e15a251928715c8ce941d17,374.0,168264.0
5e15a254928715c8ce941d20,80.0,40009.0
5e15a26b928715c8ce941d2f,64.0,34247.0
5e15a2a3928715c8ce941d5b,75.0,37624.0
5e15a2a7928715c8ce941d65,50.0,25103.0
5e15a2d9928715c8ce941d84,65.0,34491.0
5e15a2dc928715c8ce941d8d,188.0,89682.0
5e15a2e9928715c8ce941d9a,105.0,52047.0
5e15a31f928715c8ce941dbe,65.0,34510.0
5e15a34e928715c8ce941dd8,67.0,35745.0
5e15a365928715c8ce941df1,50.0,26801.0
5e15a393928715c8ce941e04,70.0,35820.0
5e15a397928715c8ce941e13,169.0,80265.0
5e15a397928715c8ce941e16,60.0,32271.0
5e15a3cd928715c8ce941e39,384.0,171863.0
5e15a3d3928715c8ce941e47,60.0,32169.0
5e15a3d9928715c8ce941e57,81.0,42595.0
5e15a40f928715c8ce941e77,43.0,24633.0
5e15a429928715c8ce941e92,80.0,40159.0
5e15a437928715c8ce941e9f,75.0,38948.0
5e15a441928715c8ce941ea9,185.0,87486.0
5e15a47a928715c8ce941ecd,80.0,40660.0
5e15a487928715c8ce941ede,60.0,31987.0
5e15a4c3928715c8ce941f00,58.0,31931.0
5e15a4c9928715c8ce941f0c,73.0,38577.0
5e15a4f5928715c8ce941f24,165.0,78067.0
5e15a4ff928715c8ce941f32,55.0,29146.0
5e15a50f928715c8ce941f4a,70.0,37891.0
5e15a53b928715c8ce941f60,50.0,28268.0
5e15a553928715c8ce941f79,360.0,163167.0
5e15a556928715c8ce941f82,380.0,174596.0
5e15a56d928715c8ce941f93,50.0,29255.0
5e15a595928715c8ce941fb4,160.0,74796.0
5e15a59f928715c8ce941fc1,51.0,28792.0
5e15a5d2928715c8ce941fde,51.0,29055.0
5e15a604928715c8ce941ffb,44.0,24530.0
5e15a635928715c8ce94201b,160.0,77628.0
5e15a638928715c8ce942024,70.0,36164.0
5e15a67d928715c8ce94204d,50.0,26412.0
5e15a6af928715c8ce942067,40.0,21869.0
5e15a6bc928715c8ce942075,422.0,189738.0
5e15a6d2928715c8ce942089,100.0,52356.0
5e15a6d6928715c8ce942093,205.0,96688.0
5e15a6d9928715c8ce94209c,70.0,36969.0
5e15a71d928715c8ce9420cf,43.0,24529.0
5e15a736928715c8ce9420e2,90.0,44762.0
5e15a745928715c8ce9420ef,80.0,41617.0
5e15a790928715c8ce942118,85.0,42780.0
5e15a795928715c8ce942126,60.0,31927.0
5e15a79e928715c8ce942134,180.0,85149.0
5e15a7d1928715c8ce94214e,65.0,36512.0
5e15a7e0928715c8ce942162,80.0,40474.0
5e15a817928715c8ce942185,55.0,29999.0
5e15a830928715c8ce942199,80.0,40575.0
5e15a849928715c8ce9421a7,61.0,34192.0
5e15a852928715c8ce9421b8,180.0,84931.0
5e15a85f928715c8ce9421ca,401.0,181633.0
5e15a880928715c8ce9421db,90.0,44950.0
5e15a885928715c8ce9421e5,51.0,29777.0
5e15a8b7928715c8ce94220a,70.0,36994.0
5e15a8d0928715c8ce942222,100.0,50440.0
5e15a8fd928715c8ce942236,60.0,32213.0
5e15a906928715c8ce942247,195.0,92623.0
5e15a92a928715c8ce942260,85.0,42979.0
5e15a939928715c8ce94226b,80.0,43482.0
5e15a97a928715c8ce942297,73.0,38329.0
5e15a989928715c8ce9422a9,61.0,34269.0
5e15a9c0928715c8ce9422c5,75.0,38128.0
5e15a9c4928715c8ce9422d4,165.0,80370.0
5e15a9c7928715c8ce9422dd,60.0,31670.0
5e15a9ef928715c8ce9422f5,380.0,169261.0
5e15aa01928715c8ce942306,53.0,29384.0
5e15aa06928715c8ce94230f,70.0,36331.0
5e15aa33928715c8ce942331,45.0,24449.0
5e15aa4c928715c8ce94234c,65.0,35717.0
5e15aa5b928715c8ce942359,64.0,34209.0
5e15aa6e928715c8ce942364,175.0,83142.0
5e15aa88928715c8ce942380,72.0,38124.0
5e15aa97928715c8ce942390,60.0,31783.0
5e15aace928715c8ce9423ae,86.0,45028.0
5e15aad3928715c8ce9423bd,67.0,36862.0
5e15ab18928715c8ce9423e5,165.0,77988.0
5e15ab1b928715c8ce9423f2,84.0,40043.0
5e15ab28928715c8ce9423fd,105.0,52061.0
5e15ab68928715c8ce942426,130.0,65330.0
5e15ab6b928715c8ce942430,400.0,179435.0
5e15ab8d928715c8ce94243e,95.0,48411.0
5e15abb9928715c8ce94245f,225.0,106672.0
5e15abe7928715c8ce94247c,105.0,53986.0
5e15abee928715c8ce942488,660.0,301607.0
5e15ac4b928715c8ce9424b5,80.0,40529.0
5e15ac95928715c8ce9424e6,160.0,75645.0
5e15ac9b928715c8ce9424ef,74.0,37695.0
5e15ace1928715c8ce94251b,63.0,32589.0
5e15acfc928715c8ce94252d,380.0,170186.0
5e15ad1d928715c8ce942541,60.0,31211.0
5e15ad35928715c8ce94255b,147.0,71842.0
5e15ad59928715c8ce94256f,80.0,41921.0
5e15ada9928715c8ce9425ab,75.0,39975.0
5e15adcb928715c8ce9425bc,180.0,85519.0
5e15adef928715c8ce9425da,90.0,44730.0
5e15ae49928715c8ce942605,80.0,40323.0
5e15ae77928715c8ce942623,115.0,60273.0
5e15ae77928715c8ce94262b,400.0,179807.0
5e15ae7f928715c8ce942636,175.0,83700.0
5e15ae99928715c8ce94264d,75.0,38502.0
5e15aee5928715c8ce94267d,145.0,71871.0
5e15aee9928715c8ce942686,91.0,48050.0
5e15af29928715c8ce9426a8,180.0,84783.0
5e15af43928715c8ce9426bf,95.0,47374.0
5e15af71928715c8ce9426dc,195.0,92308.0
5e15af9d928715c8ce9426f6,65.0,35267.0
5e15afdd928715c8ce942717,215.0,101684.0
5e15afe3928715c8ce942722,70.0,38176.0
5e15b007928715c8ce94273a,439.0,196484.0
5e15b029928715c8ce94275c,95.0,48161.0
5e15b02f928715c8ce94276b,130.0,65479.0
5e15b08d928715c8ce942797,90.0,44989.0
5e15b0ae928715c8ce9427b2,195.0,95125.0
5e15b0b1928715c8ce9427bd,135.0,68590.0
5e15b0e8928715c8ce9427d9,95.0,48128.0
5e15b134928715c8ce942809,138.0,68608.0
5e15b14c928715c8ce942817,65.0,33775.0
5e15b16d928715c8ce94282e,171.0,83380.0
5e15b192928715c8ce942849,79.0,40979.0
5e15b1c0928715c8ce942868,430.0,192666.0
5e15b1c0928715c8ce94286b,123.0,62498.0
5e15b1e2928715c8ce942886,78.0,41368.0
5e15b217928715c8ce9428a9,210.0,99190.0
5e15b232928715c8ce9428c3,105.0,52479.0
5e15b238928715c8ce9428cd,150.0,74600.0
5e15b296928715c8ce942900,105.0,52192.0
5e15b2ce928715c8ce94291f,113.0,58711.0
5e15b2e9928715c8ce942934,166.0,82341.0
5e15b2fa928715c8ce942944,75.0,37692.0
5e15b340928715c8ce94296c,85.0,43213.0
5e15b346928715c8ce94297d,140.0,69026.0
5e15b36e928715c8ce94299a,435.0,195525.0
5e15b389928715c8ce9429b6,195.0,92010.0
5e15b390928715c8ce9429bf,104.0,52999.0
5e15b3d2928715c8ce9429eb,110.0,55765.0
5e15b3fe928715c8ce9429ff,75.0,40346.0
5e15b440928715c8ce942a27,150.0,74562.0
5e15b447928715c8ce942a33,200.0,96067.0
5e15b44e928715c8ce942a45,105.0,52655.0
5e15b4bc928715c8ce942a77,83.0,42927.0
5e15b4d6928715c8ce942a8e,145.0,71979.0
5e15b50c928715c8ce942ab0,89.0,45693.0
5e15b50f928715c8ce942ab9,190.0,89491.0
5e15b51c928715c8ce942acc,415.0,185274.0
5e15b562928715c8ce942af7,110.0,55008.0
5e15b566928715c8ce942b01,70.0,36306.0
5e15b5ac928715c8ce942b27,80.0,42718.0
5e15b5c3928715c8ce942b36,190.0,89336.0
5e15b5d2928715c8ce942b46,134.0,68221.0
5e15b5fd928715c8ce942b63,125.0,57167.0
5e15b65d928715c8ce942b9c,130.0,63816.0
5e15b672928715c8ce942bad,190.0,93987.0
5e15b682928715c8ce942bba,215.0,100450.0
5e15b6b6928715c8ce942bdb,410.0,183811.0
5e15b6df928715c8ce942bff,150.0,73427.0
5e15b72b928715c8ce942c27,658.0,301677.0
5e15b754928715c8ce942c3c,190.0,90150.0
5e15b776928715c8ce942c55,112.0,57719.0
5e15b7e3928715c8ce942c8b,82.0,42809.0
5e15b812928715c8ce942c9f,171.0,82380.0
5e15b833928715c8ce942cc1,128.0,63906.0
5e15b850928715c8ce942cd6,382.0,172299.0
5e15b8b5928715c8ce942d0b,110.0,53926.0
5e15b8bc928715c8ce942d17,185.0,87340.0
5e15b923928715c8ce942d4c,365.0,170996.0
5e15b970928715c8ce942d78,142.0,69162.0
5e15b9bf928715c8ce942da5,147.0,73177.0
5e15b9ce928715c8ce942db3,424.0,189887.0
5e15b9fc928715c8ce942dd1,215.0,101020.0
5e15ba55928715c8ce942dff,115.0,57302.0
5e15ba94928715c8ce942e28,135.0,67668.0
5e15bac3928715c8ce942e40,135.0,68064.0
5e15bad8928715c8ce942e56,185.0,87385.0
5e15bb20928715c8ce942e83,140.0,68322.0
5e15bb45928715c8ce942e94,140.0,72785.0
5e15bb72928715c8ce942eb4,410.0,184349.0
5e15bb97928715c8ce942ed2,170.0,81125.0
5e15bbaf928715c8ce942ee4,122.0,61790.0
5e15bbd2928715c8ce942efd,140.0,68318.0
5e15bc26928715c8ce942f2c,130.0,64665.0
5e15bc40928715c8ce942f3a,166.0,81100.0
5e15bc5e928715c8ce942f51,111.0,57369.0
5e15bca7928715c8ce942f7f,105.0,52378.0
5e15bccc928715c8ce942f95,500.0,231290.0
5e15bce0928715c8ce942fa2,150.0,73701.0
5e15bd0b928715c8ce942fbe,390.0,174234.0
5e15bd16928715c8ce942fcf,95.0,49975.0
5e15bd76928715c8ce94300d,191.0,91784.0
5e15bd79928715c8ce943016,130.0,64591.0
5e15bdfb928715c8ce943054,110.0,54584.0
5e15be34928715c8ce94306f,165.0,77426.0
5e15be69928715c8ce943086,99.0,50251.0
5e15be90928715c8ce9430a7,383.0,173091.0
5e15bebf928715c8ce9430d6,120.0,59688.0
5e15becd928715c8ce9430e0,145.0,70646.0
5e15bed5928715c8ce9430ec,290.0,119958.0
5e15bf2d928715c8ce943121,680.0,312056.0
5e15bf59928715c8ce943137,109.0,55537.0
5e15bfc7928715c8ce94316d,105.0,53125.0
5e15bff2928715c8ce943182,285.0,132204.0
5e15c00c928715c8ce943199,420.0,188317.0
5e15c02b928715c8ce9431a9,132.0,66264.0
5e15c0ad928715c8ce9431e4,115.0,57020.0
5e15c113928715c8ce943215,255.0,118542.0
5e15c11c928715c8ce94321f,125.0,61877.0
5e15c194928715c8ce943258,101.0,52588.0
5e15c1b2928715c8ce943270,325.0,128776.0
5e15c1d6928715c8ce943280,360.0,167547.0
5e15c1f8928715c8ce9432a1,92.0,47812.0
5e15c20b928715c8ce9432ae,270.0,127561.0
5e15c252928715c8ce9432e2,115.0,59328.0
5e15c2ca928715c8ce94331d,115.0,56274.0
5e15c2ee928715c8ce943330,605.0,267167.0
5e15c319928715c8ce943350,310.0,143653.0
5e15c334928715c8ce943367,280.0,131250.0
5e15c338928715c8ce943370,137.0,69281.0
5e15c3c4928715c8ce9433c4,140.0,69059.0
5e15c44c928715c8ce943402,150.0,74004.0
5e15c44f928715c8ce94340d,300.0,139514.0
5e15c452928715c8ce943416,145.0,72454.0
5e15c4dc928715c8ce94345d,110.0,57192.0
5e15c4e2928715c8ce943467,575.0,263545.0
5e15c540928715c8ce943497,415.0,184959.0
5e15c54a928715c8ce9434a5,94.0,47801.0
5e15c57a928715c8ce9434c2,325.0,153463.0
5e15c5a4928715c8ce9434e0,170.0,82465.0
5e15c64f928715c8ce943529,120.0,58918.0
5e15c6bd928715c8ce943564,99.0,49939.0
5e15c6c5928715c8ce94356e,625.0,283148.0
5e15c6db928715c8ce94357d,660.0,291297.0
5e15c721928715c8ce9435ae,141.0,71124.0
5e15c726928715c8ce9435b8,134.0,66386.0
5e15c7a8928715c8ce9435f8,145.0,72537.0
5e15c7ad928715c8ce943601,143.0,70631.0
5e15c834928715c8ce943645,750.0,341463.0
5e15c839928715c8ce94364e,130.0,63811.0
5e15c8bb928715c8ce943684,105.0,52047.0
5e15c91f928715c8ce9436ac,170.0,81766.0
5e15c931928715c8ce9436c0,305.0,141613.0
5e15c965928715c8ce9436db,440.0,198183.0
5e15c9bf928715c8ce943709,95.0,48010.0
5e15ca19928715c8ce943736,135.0,65852.0
5e15ca5d928715c8ce943757,290.0,136029.0
5e15ca9b928715c8ce943776,135.0,66289.0
5e15cb1c928715c8ce9437bf,360.0,161303.0
5e15cb1f928715c8ce9437cd,91.0,47771.0
5e15cb22928715c8ce9437d6,425.0,195411.0
5e15cb7e928715c8ce94380d,250.0,116559.0
5e15cb81928715c8ce943816,123.0,62343.0
5e15cbfa928715c8ce94384b,167.0,81976.0
5e15cc79928715c8ce943885,760.0,342972.0
5e15cc85928715c8ce943891,550.0,242598.0
5e15cca4928715c8ce94389f,115.0,56524.0
5e15ccd1928715c8ce9438c5,745.0,340255.0
5e15cd12928715c8ce9438eb,113.0,57358.0
5e15cd80928715c8ce943921,359.0,168316.0
5e15cea1928715c8ce943992,665.0,294257.0
5e15cee8928715c8ce9439b1,110.0,54076.0
5e15cf4c928715c8ce9439e3,155.0,74378.0
5e15cf71928715c8ce9439ff,335.0,156075.0
5e15cfbe928715c8ce943a33,122.0,62691.0
5e15cfe2928715c8ce943a45,125.0,64202.0
5e15d040928715c8ce943a7a,114.0,57537.0
5e15d05a928715c8ce943a89,197.0,95307.0
5e15d0b8928715c8ce943abe,116.0,60066.0
5e15d0bb928715c8ce943ac9,285.0,133061.0
5e15d123928715c8ce943afc,128.0,64120.0
5e15d131928715c8ce943b07,117.0,59571.0
5e15d136928715c8ce943b14,385.0,171651.0
5e15d1a4928715c8ce943b51,170.0,83400.0
5e15d1a9928715c8ce943b5b,152.0,76424.0
5e15d1d4928715c8ce943b6e,275.0,130256.0
5e15d23f928715c8ce943bab,110.0,55095.0
5e15d244928715c8ce943bb4,114.0,58217.0
5e15d2ad928715c8ce943bed,360.0,166468.0
5e15d2b1928715c8ce943bf6,520.0,232678.0
5e15d2b4928715c8ce943c00,93.0,47363.0
5e15d2e2928715c8ce943c1f,245.0,114488.0
5e15d316928715c8ce943c40,120.0,59497.0
5e15d384928715c8ce943c79,115.0,56585.0
5e15d3d2928715c8ce943c9f,290.0,134936.0
5e15d3f2928715c8ce943cb1,137.0,68487.0
5e15d415928715c8ce943cc2,121.0,62874.0
5e15d47e928715c8ce943cfd,120.0,61238.0
5e15d48d928715c8ce943d0a,129.0,64598.0
5e15d4b9928715c8ce943d1f,585.0,260576.0
5e15d4f4928715c8ce943d4d,315.0,150078.0
5e15d4f7928715c8ce943d59,149.0,74477.0
5e15d50f928715c8ce943d68,155.0,79518.0
5e15d58c928715c8ce943da5,150.0,73553.0
5e15d5af928715c8ce943dc2,105.0,55530.0
5e15d618928715c8ce943df8,131.0,65724.0
5e15d61d928715c8ce943e02,121.0,62550.0
5e15d62a928715c8ce943e10,280.0,130233.0
5e15d696928715c8ce943e4b,131.0,65344.0
5e15d69b928715c8ce943e54,130.0,66907.0
5e15d708928715c8ce943e8c,440.0,196129.0
5e15d71a928715c8ce943e9f,151.0,76214.0
5e15d71d928715c8ce943ea8,145.0,71613.0
5e15d742928715c8ce943ebe,345.0,160121.0
5e15d7ae928715c8ce943ef9,133.0,67067.0
5e15d7b3928715c8ce943f02,130.0,66890.0
5e15d830928715c8ce943f3d,715.0,329063.0
5e15d835928715c8ce943f48,130.0,64127.0
5e15d896928715c8ce943f86,330.0,153422.0
5e15d8b7928715c8ce943f98,120.0,59715.0
5e15d8bf928715c8ce943fa5,395.0,175960.0
5e15d92f928715c8ce943fe0,165.0,80640.0
5e15d9cf928715c8ce94401c,114.0,56950.0
5e15d9e0928715c8ce944028,275.0,128011.0
5e15da45928715c8ce944058,360.0,163220.0
5e15da48928715c8ce944069,115.0,56868.0
5e15dabf928715c8ce9440a0,120.0,59518.0
5e15daee928715c8ce9440bb,275.0,128256.0
5e15daff928715c8ce9440d0,130.0,64790.0
5e15db37928715c8ce9440f5,171.0,84272.0
5e15db81928715c8ce944124,103.0,52373.0
5e15dbae928715c8ce944135,595.0,265415.0
5e15dbe2928715c8ce94415b,145.0,70094.0
5e15dbe6928715c8ce944164,140.0,69121.0
5e15dbfd928715c8ce944179,325.0,152849.0
5e15dc6e928715c8ce9441be,170.0,81265.0
5e15dc72928715c8ce9441c7,165.0,80643.0
5e15dd12928715c8ce94420c,135.0,66355.0
5e15dd18928715c8ce944216,125.0,64325.0
5e15dd3d928715c8ce94422e,280.0,130819.0
5e15dd9a928715c8ce944264,117.0,59474.0
5e15dd9e928715c8ce94426d,110.0,57795.0
5e15de06928715c8ce94429b,425.0,188578.0
5e15de0c928715c8ce9442a6,125.0,62051.0
5e15de12928715c8ce9442b4,118.0,59403.0
5e15de54928715c8ce9442dc,590.0,269414.0
5e15de84928715c8ce9442f8,145.0,70352.0
5e15de8a928715c8ce944302,140.0,69391.0
5e15df11928715c8ce94434d,165.0,80361.0
5e15df16928715c8ce944357,160.0,79434.0
5e15dfb0928715c8ce94439c,112.0,57058.0
5e15dfb4928715c8ce9443a5,595.0,262494.0
5e15dfb7928715c8ce9443af,140.0,68968.0
5e15e01e928715c8ce9443f2,130.0,64319.0
5e15e042928715c8ce944405,115.0,56790.0
5e15e0a0928715c8ce94443d,110.0,54640.0
5e15e0a3928715c8ce944446,285.0,134005.0
5e15e0ba928715c8ce944458,121.0,62252.0
5e15e10f928715c8ce944485,146.0,73854.0
5e15e133928715c8ce94449b,85.0,39300.0
5e15e17e928715c8ce9444ca,90.0,44969.0
5e15e1a6928715c8ce9444df,130.0,64746.0
5e15e1c5928715c8ce9444ef,355.0,163826.0
5e15e1d4928715c8ce944505,120.0,59377.0
5e15e20c928715c8ce944529,445.0,198450.0
5e15e227928715c8ce944540,137.0,69663.0
5e15e242928715c8ce944555,95.0,47959.0
5e15e29c928715c8ce94458a,71.0,38346.0
5e15e2b3928715c8ce94459b,115.0,58501.0
5e15e2e2928715c8ce9445b7,71.0,38269.0
5e15e321928715c8ce9445dc,147.0,73683.0
5e15e323928715c8ce9445e5,275.0,128295.0
5e15e328928715c8ce9445ef,100.0,51271.0
5e15e38c928715c8ce944628,235.0,111888.0
5e15e3b7928715c8ce944642,90.0,45379.0
5e15e3c4928715c8ce94464c,385.0,172133.0
5e15e411928715c8ce94467b,105.0,55112.0
5e15e431928715c8ce944692,400.0,184314.0
5e15e472928715c8ce9446b5,75.0,40317.0
5e15e47f928715c8ce9446cd,145.0,71126.0
5e15e4b8928715c8ce9446e8,87.0,46039.0
5e15e50b928715c8ce944720,135.0,65184.0
5e15e512928715c8ce94472a,100.0,51813.0
5e15e540928715c8ce94473f,365.0,163241.0
5e15e576928715c8ce94476b,267.0,126512.0
5e15e58d928715c8ce944778,100.0,50600.0
5e15e5c0928715c8ce944799,280.0,130557.0
5e15e5f1928715c8ce9447b4,100.0,50735.0
5e15e657928715c8ce9447f6,120.0,59846.0
5e15e685928715c8ce944812,70.0,38560.0
5e15e6b3928715c8ce944830,450.0,201084.0
5e15e6cb928715c8ce944846,90.0,45731.0
5e15e6ce928715c8ce94484f,147.0,75419.0
5e15e6d1928715c8ce944858,345.0,160919.0
5e15e71b928715c8ce944887,130.0,63688.0
5e15e764928715c8ce9448aa,150.0,76853.0
5e15e79d928715c8ce9448cc,95.0,49853.0
5e15e7f7928715c8ce9448fd,90.0,45378.0
5e15e7fa928715c8ce944906,118.0,60794.0
5e15e82d928715c8ce944929,315.0,148406.0
5e15e851928715c8ce944944,81.0,42390.0
5e15e872928715c8ce944961,130.0,65358.0
5e15e875928715c8ce94496a,415.0,186825.0
5e15e8a1928715c8ce94498e,115.0,57092.0
5e15e8f4928715c8ce9449bf,154.0,75413.0
5e15e90f928715c8ce9449d0,85.0,42859.0
5e15e95f928715c8ce9449fc,435.0,198556.0
5e15e963928715c8ce944a09,270.0,127996.0
5e15e98a928715c8ce944a1e,370.0,170297.0
5e15ea18928715c8ce944a62,640.0,284219.0
5e15ea71928715c8ce944a90,280.0,131594.0
5e15eafb928715c8ce944acf,125.0,63400.0
5e15eb0d928715c8ce944adc,85.0,42786.0
5e15eb5d928715c8ce944b0a,435.0,198526.0
5e15eb73928715c8ce944b19,96.0,50464.0
5e15eb8a928715c8ce944b28,365.0,166743.0
5e15ebce928715c8ce944b56,120.0,59410.0
5e15ec46928715c8ce944b95,81.0,44079.0
5e15ec96928715c8ce944bbf,100.0,49881.0
5e15ec99928715c8ce944bc8,400.0,179956.0
5e15ecf0928715c8ce944bf4,150.0,74911.0
5e15ecf3928715c8ce944bfd,310.0,144366.0
5e15ed0c928715c8ce944c0f,90.0,45559.0
5e15ed66928715c8ce944c3e,75.0,38778.0
5e15ed86928715c8ce944c52,125.0,63614.0
5e15edac928715c8ce944c63,100.0,49867.0
5e15edfe928715c8ce944ca0,130.0,64512.0
5e15ee12928715c8ce944cb1,86.0,45454.0
5e15ee27928715c8ce944cbe,305.0,142307.0
5e15ee2a928715c8ce944ccc,410.0,183147.0
5e15ee6a928715c8ce944cf2,75.0,39112.0
5e15ee76928715c8ce944d03,97.0,50743.0
5e15eeba928715c8ce944d26,70.0,36104.0
5e15eeda928715c8ce944d3d,120.0,63094.0
5e15ef02928715c8ce944d58,80.0,41794.0
5e15ef50928715c8ce944d81,90.0,46152.0
5e15ef53928715c8ce944d8a,290.0,135468.0
5e15ef53928715c8ce944d8d,140.0,70367.0
5e15efaa928715c8ce944dc2,85.0,42815.0
5e15efc2928715c8ce944dd5,385.0,171991.0
5e15efde928715c8ce944de9,115.0,57212.0
5e15f004928715c8ce944e02,70.0,36287.0
5e15f04a928715c8ce944e28,69.0,36177.0
5e15f04d928715c8ce944e37,145.0,72179.0
5e15f075928715c8ce944e4c,280.0,132656.0
5e15f090928715c8ce944e63,90.0,45992.0
5e15f0e3928715c8ce944e94,125.0,61094.0
5e15f0eb928715c8ce944e9e,73.0,39652.0
