job_id,nodes,read_volume,write_volume,read_io_pattern,write_io_pattern,read_io_size,write_io_size,ioi_bw
5281,1,10485760261,0,seq,uncl,10443984.32370518,0.0,2097152052.2
5281,1,10485760261,0,seq,uncl,10443984.32370518,0.0,2097152052.2
5281,1,0,1758617600,uncl,seq,0.0,102400.0,351723520.0
5281,1,0,1546649600,uncl,str,0.0,1048576.0,309329920.0
5281,1,0,25443696640,uncl,str,0.0,1048576.0,508873932.8
5281,1,0,7262437376,uncl,str,0.0,1048576.0,363121868.8
5281,1,0,24788336640,uncl,seq,0.0,10485760.0,619708416.0
5281,1,0,10349445120,uncl,seq,0.0,10485760.0,413977804.8
5281,1,0,0,uncl,uncl,0.0,0.0,0.0
5282,1,0,0,uncl,uncl,0.0,0.0,0.0
5282,1,41263565156,0,seq,uncl,1048362.9358739838,0.0,4126356515.6
5282,1,0,0,uncl,uncl,0.0,0.0,0.0
5282,1,195821568000,0,str,uncl,5242880.0,0.0,39164313600.0
5282,1,0,0,uncl,uncl,0.0,0.0,0.0
5282,1,41943041044,0,seq,uncl,10443984.32370518,0.0,8388608208.8
5282,1,0,1523507200,uncl,seq,0.0,102400.0,304701440.0
5282,1,0,13324255232,uncl,str,0.0,1048576.0,380693006.6285714
5282,1,0,20993540096,uncl,str,0.0,1048576.0,524838502.4
5282,1,0,11366563840,uncl,seq,0.0,10485760.0,568328192.0
5282,1,0,26560430080,uncl,seq,0.0,10485760.0,482916910.5454545
5282,1,0,0,uncl,uncl,0.0,0.0,0.0
5283,1,0,0,uncl,uncl,0.0,0.0,0.0
5283,1,5429529780,0,seq,uncl,1046959.0782876976,0.0,1085905956.0
5283,1,25813843968,0,seq,uncl,1048576.0,0.0,5162768793.6
5283,1,8639218866,0,seq,uncl,1048067.3135994177,0.0,1727843773.2
5283,1,0,0,uncl,uncl,0.0,0.0,0.0
5283,1,97795441678,0,str,uncl,5241755.999249611,0.0,19559088335.6
5283,1,6364856944,0,str,uncl,5225662.515599343,0.0,1272971388.8
5283,1,31551651840,0,str,uncl,5242880.0,0.0,6310330368.0
5283,1,20877148472,0,str,uncl,5240248.110441767,0.0,4175429694.4
5283,1,43882905600,0,str,uncl,5242880.0,0.0,8776581120.0
5283,1,8545894712,0,str,uncl,5236455.093137255,0.0,1709178942.4
5283,1,20971520522,0,seq,uncl,10443984.32370518,0.0,4194304104.4
5283,1,10485760261,0,seq,uncl,10443984.32370518,0.0,2097152052.2
5283,1,10485760261,0,seq,uncl,10443984.32370518,0.0,2097152052.2
5283,1,0,3316121600,uncl,seq,0.0,102400.0,331612160.0
5283,1,0,1231028224,uncl,str,0.0,1048576.0,246205644.8
5283,1,0,6602883072,uncl,str,0.0,1048576.0,330144153.6
5283,1,0,18480103424,uncl,str,0.0,1048576.0,462002585.6
5283,1,0,8317304832,uncl,str,0.0,1048576.0,831730483.2
5283,1,0,5064622080,uncl,seq,0.0,10485760.0,1012924416.0
5283,1,0,3491758080,uncl,seq,0.0,10485760.0,698351616.0
5283,1,0,26591887360,uncl,seq,0.0,10485760.0,483488861.0909091
5283,1,0,0,uncl,uncl,0.0,0.0,0.0
5285,1,0,0,uncl,uncl,0.0,0.0,0.0
5285,1,25484591104,0,seq,uncl,1048576.0,0.0,113264849.3511111
5285,1,1150287872,4096000000,seq,seq,1048576.0,102400.0,524628787.2
5285,1,3314548736,0,seq,uncl,1048576.0,0.0,110484957.86666667
5285,1,6660554878,2140143616,seq,str,1048081.0193548388,1048576.0,237827025.03809524
5285,1,550502400,3148873728,seq,str,1048576.0,1048576.0,739875225.6
5285,1,522190848,3827302400,seq,str,1048576.0,1048576.0,869898649.6
5285,1,548405849,3517972480,seq,str,1044582.5695238095,1048576.0,813275665.8
5285,1,1085276761,3830448128,seq,str,1046554.2536162005,1048576.0,491572488.9
5285,1,528482304,402653184,seq,str,1048576.0,1048576.0,186227097.6
5285,1,748683264,0,seq,uncl,1048576.0,0.0,74868326.4
5285,1,1714422279,0,str,uncl,5211009.966565349,0.0,171442227.9
5285,1,4613734400,0,str,uncl,5242880.0,0.0,461373440.0
5285,1,754974720,0,str,uncl,5242880.0,0.0,150994944.0
5285,1,4755292160,846200832,str,str,5242880.0,1048576.0,560149299.2
5285,1,2673868800,0,str,uncl,5242880.0,0.0,534773760.0
5285,1,2458911239,0,str,uncl,5220618.341825902,0.0,491782247.8
5285,1,27813478919,4013948928,str,str,5240904.262106651,1048576.0,716827535.5
5285,1,2584739840,2577399808,str,str,5242880.0,1048576.0,1032427929.6
5285,1,90575994904,13201571840,str,str,5242576.541297679,1048576.0,721412578.0323529
5285,1,4676648960,634388480,str,str,5242880.0,1048576.0,531103744.0
5285,1,7848591360,2569011200,str,str,5242880.0,1048576.0,694506837.3333333
5285,1,12011438080,663748608,str,str,5242880.0,3160707.657142857,546832384.0
5285,1,4828692480,3690987520,str,seq,5242880.0,10485760.0,851968000.0
5285,1,1614807040,2037383168,str,seq,5242880.0,5675162.027855153,730438041.6
5285,1,5405409976,4098883584,str,str,5207524.061657033,5531556.793522268,950429356.0
5285,1,22942842889,765460480,str,seq,5241682.1770619145,10485760.0,611948953.78
5285,1,6705643990,6270484480,str,seq,6548480.458984375,10485760.0,1297612847.0
5285,1,17972592640,20583546880,seq,seq,8390566.125116713,10485760.0,1927806976.0
5285,1,7371489332,4215275520,seq,seq,7710762.89958159,10485760.0,1158676485.2
5285,1,1142948170,0,str,uncl,5148415.18018018,0.0,228589634.0
5285,1,17364418795,0,seq,uncl,10466798.550331526,0.0,1157627919.6666665
5285,1,3512729652,0,seq,uncl,10331557.8,0.0,702545930.4
5291,1,0,0,uncl,uncl,0.0,0.0,0.0
5291,1,41943045656,0,seq,uncl,1048156.8786485406,0.0,4194304565.6
5291,1,57320409116,0,str,uncl,5239046.62425738,0.0,11464081823.2
5291,1,152394794208,0,str,uncl,5241437.462012038,0.0,30478958841.6
