job_id,volume,mode,IOpattern,IOsize,nodes,ioi_bw,lfs_bw,sbb_bw
6866,1627,read,uncl,325.4,1,325.4,8151.302605210421,2405.3814311058545
6866,10483666854,read,stride,1047947.506397441,1,2096733370.8,539028178.7425704,1261542063.2475755
6866,52359597439,read,stride,5240151.865392314,1,5235959743.9,2924430996.023279,13002780728.866594
6866,104562953059,read,stride,10480400.226420768,1,5228147652.95,7075869439.752595,26835785098.80916
6866,10485760000,write,stride,1048576.0,1,524288000.0,732358323.206079,1774300314.731463
6866,52428800000,write,stride,5242880.0,1,953250909.090909,1046800626.1380699,3343460238.5051975
6866,104857600000,write,stride,10485760.0,1,1497965714.2857144,1017359345.8324764,4236191461.1680293
6866,0,read,uncl,0.0,1,0.0,0.0,0.0
