job_id,read_volume,write_volume,read_io_pattern,write_io_pattern,read_io_size,write_io_size,nodes,ioi_bw,wl_volume,lfs_t,lfs_bw,lfs_str_bw,lfs_avg,lfs_std,std/avg
6873,1642,16,seq, uncl,328.4,50,1,164.2,1.66 KB,"[1.04, 2.258, 0.988, 1.094, 0.577, 0.588, 1.098, 0.586, 1.123, 0.587]","[1657.3846153846155, 1649.0859167404783, 1658.1943319838056, 1656.6252285191956, 1669.7296360485268, 1669.2108843537414, 1656.5719489981784, 1669.3037542662116, 1656.2475512021372, 1669.2572402044293]","['1.66 KB', '1.65 KB', '1.66 KB', '1.66 KB', '1.67 KB', '1.67 KB', '1.66 KB', '1.67 KB', '1.66 KB', '1.67 KB']",1661.161110770132,7.104365847310879,0.4276747030284871
6873,9623833592,0,rand,uncl,1048005.0,0,1,1924766718.4,9.62 GB,"[37.004, 4.756, 4.6690000000000005, 4.102, 4.298, 5.223, 4.12, 4.957, 4.915, 4.427]","[9623833592.0, 9623833592.0, 9623833592.0, 9623833592.0, 9623833592.0, 9623833592.0, 9623833592.0, 9623833592.0, 9623833592.0, 9623833592.0]","['9.62 GB', '9.62 GB', '9.62 GB', '9.62 GB', '9.62 GB', '9.62 GB', '9.62 GB', '9.62 GB', '9.62 GB', '9.62 GB']",9623833592.0,0.0,0.0
6873,0,9623833592,uncl,stride,0.0,1048005,1,1924766718.4,9.62 GB,"[9.453, 10.111, 9.028, 10.19, 10.192, 9.327, 10.054, 9.329, 9.931000000000001, 9.987]","[1018071891.6746007, 951818177.4305211, 1065998404.0762073, 944439017.8606478, 944253688.3830456, 1031825194.8107644, 957214401.4322658, 1031603986.7081144, 969069941.798409, 963636086.1119455]","['1.02 GB', '951.82 MB', '1.07 GB', '944.44 MB', '944.25 MB', '1.03 GB', '957.21 MB', '1.03 GB', '969.07 MB', '963.64 MB']",987793079.0286522,42225253.83416777,4.2747063864519115
