job_id,nodes,read_volume,write_volume,read_io_pattern,write_io_pattern,read_io_size,write_io_size,ioi_bw,nfs_bw,lfs_bw,sbb_bw
3918,1,0,0,uncl,uncl,0.0,0.0,0.0,0.0,0.0,0.0
3918,1,1730808132,0,seq,uncl,2131537.108374384,0.0,346161626.4,80710250.20177564,369003690.03690034,371747211.89591074
3918,1,1588775126,2038785597,seq,seq,1217452.2038314175,2067733.8711967545,362756072.3,125000000.0,214132762.3126338,217864923.7472767
3918,1,3168984277,4139017218,seq,seq,3486231.327832783,2069508.609,592832908.9,131752305.66534914,228832951.9450801,216450216.45021644
3918,1,3023280,5334798849,seq,seq,5030.415973377704,5334798.849,267344598.45,88105726.8722467,180831826.40144664,194552529.18287936
3918,1,7054320,5305154361,seq,seq,5038.8,5331813.428140704,265963150.05,86580086.58008657,188323917.13747644,186915887.85046726
3918,1,2519400,5334798849,seq,seq,5038.8,5334798.849,213895833.96,71736011.47776183,183823529.41176468,182481751.8248175
3918,1,0,0,uncl,uncl,0.0,0.0,0.0,0.0,0.0,0.0
