job_id,nodes,read_volume,write_volume,read_io_pattern,write_io_pattern,read_io_size,write_io_size,ioi_bw,nfs_bw,lfs_bw,sbb_bw
3918,1,0,0,uncl,uncl,0.0,0.0,0.0,0.0,0.0,0.0
3918,1,1730808132,0,seq,uncl,2131537.108374384,0.0,346161626.4,110207458.2617001,2241979445.5958548,3787326328.227571
3918,1,1588775126,2038785597,seq,seq,1217452.2038314175,2067733.8711967545,362756072.3,104028009.60683662,843422627.9934899,2381852083.3880496
3918,1,3168984277,4139017218,seq,seq,3486231.327832783,2069508.609,592832908.9,152802395.94156834,991080277.5024778,2198768689.533861
3918,1,3023280,5334798849,seq,seq,5030.415973377704,5334798.849,267344598.45,101957585.64437194,743826242.1898245,1328374070.138151
3918,1,7054320,5305154361,seq,seq,5038.8,5331813.428140704,265963150.05,107034293.78772959,953288846.5204957,1329787234.0425532
3918,1,2519400,5334798849,seq,seq,5038.8,5334798.849,213895833.96,108873162.76537834,983477576.711251,1337255950.788981
3918,1,0,0,uncl,uncl,0.0,0.0,0.0,0.0,0.0,0.0
