job_id,volume,mode,IOpattern,IOsize,nodes,ioi_bw
6866,1627,read,uncl,325.4,1,325.4
6866,10483666854,read,stride,1047947.506397441,1,2096733370.8
6866,52359597439,read,stride,5240151.865392314,1,5235959743.9
6866,104562953059,read,stride,10480400.226420768,1,5228147652.95
6866,10485760000,write,stride,1048576.0,1,524288000.0
6866,52428800000,write,stride,5242880.0,1,953250909.090909
6866,104857600000,write,stride,10485760.0,1,1497965714.2857144
6866,0,read,uncl,0.0,1,0.0
